23
13301153406	116.427594	39.943397	0	31018354	321858473	20111104111955	006	0
13301153406	116.427752	39.944552	0	321858478	321858480	20111104112031	019	10
13301153406	116.427767	39.945098	0	321858480	321858481	20111104112043	021	0
13301153406	116.427721	39.945966	1	321858480	321858481	20111104112055	030	354
13301153406	116.427496	39.946919	1	287333865	287333133	20111104112107	034	340
13301153406	116.427701	39.947872	0	321858140	321858141	20111104112119	039	54
13301153406	116.429569	39.947997	1	287333993	77315189	20111104112131	058	88
13301153406	116.431259	39.947994	1	77315189	77315190	20111104112139	069	88
13301153406	116.431938	39.947999	1	77315189	77315190	20111104112142	071	88
13301153406	116.434472	39.948141	1	77312809	321857583	20111104112153	071	88
13301153406	116.436916	39.948147	0	77312809	321857583	20111104112204	065	88
13301153406	116.439307	39.948549	1	77312807	77312808	20111104112216	065	60
13301153406	116.441167	39.949998	1	77312803	77312806	20111104112228	073	40
13301153406	116.444632	39.953213	0	31194317	77312803	20111104112252	065	40
13301153406	116.446281	39.954557	1	401367105	31194235	20111104112304	056	40
13301153406	116.447717	39.955830	1	1351023276	31194226	20111104112316	062	40
13301153406	116.451088	39.958895	0	31194237	35835979	20111104112340	067	40
13301153406	116.452801	39.960432	1	31194237	35835979	20111104112352	069	40
13301153406	116.454585	39.962032	1	31194237	35835979	20111104112404	067	40
13301153406	116.456185	39.963466	1	31194237	35835979	20111104112416	060	40
13301153406	116.457749	39.964869	1	31194237	35835979	20111104112428	063	40
13301153406	116.459246	39.966211	1	31194237	35835979	20111104112440	052	40
13301153406	116.460756	39.967566	1	35835979	35836658	20111104112452	062	40

24
13301156479	116.606608	40.050478	0	1211887948	1211888148	20111104112002	049	144
13301156479	116.608577	40.048739	0	1211888046	1211887997	20111104112024	051	136
13301156479	116.609898	40.047495	1	1211888194	1211887875	20111104112035	065	154
13301156479	116.610104	40.047036	1	1211887875	1211888109	20111104112038	067	160
13301156479	116.610510	40.045677	1	1211888098	1211888140	20111104112046	073	172
13301156479	116.610696	40.043543	0	276320775	276320758	20111104112057	082	174
13301156479	116.610508	40.041285	1	1211888102	276320746	20111104112108	086	198
13301156479	116.607667	40.036380	1	276320743	276320735	20111104112152	058	204
13301156479	116.606682	40.034628	1	276320735	276302739	20111104112203	076	204
13301156479	116.605511	40.032694	1	276302739	276302741	20111104112214	076	204
13301156479	116.601915	40.026037	1	264602172	264602173	20111104112246	099	204
13301156479	116.600249	40.023491	1	906473559	906473561	20111104112257	106	204
13301156479	116.599003	40.021258	1	906473561	906473563	20111104112306	106	204
13301156479	116.597503	40.018717	1	906473561	906473563	20111104112317	099	204
13301156479	116.596164	40.016433	0	906473563	906473566	20111104112327	099	204
13301156479	116.594750	40.013984	1	906473563	906473566	20111104112338	097	204
13301156479	116.593518	40.011717	1	700143947	700143953	20111104112348	099	202
13301156479	116.591968	40.009168	1	906473563	906473566	20111104112359	101	204
13301156479	116.589187	40.004414	1	906473566	906473570	20111104112419	110	204
13301156479	116.587616	40.001924	1	906473570	906473573	20111104112429	112	206
13301156479	116.585358	39.999308	1	906473575	906473577	20111104112440	119	218
13301156479	116.583077	39.997303	1	906473577	906473580	20111104112449	113	222
13301156479	116.582083	39.996470	0	906473577	906473580	20111104112453	115	222
13301156479	116.580576	39.995207	1	906473577	906473580	20111104112459	113	220

26
13301157408	116.462074	39.968815	0	1351023745	1351023710	20111104111955	063	40
13301157408	116.463794	39.970270	0	1351023799	1351023915	20111104112007	069	42
13301157408	116.467732	39.973832	0	35835872	35835984	20111104112031	080	38
13301157408	116.469750	39.975660	1	35835984	36551833	20111104112043	075	40
13301157408	116.471485	39.977237	1	35835984	36551833	20111104112055	067	40
13301157408	116.473214	39.978802	1	36551833	36551834	20111104112107	073	40
13301157408	116.475027	39.980449	1	35855291	35855292	20111104112119	062	40
13301157408	116.476594	39.981850	0	35855291	35855292	20111104112131	071	40
13301157408	116.478579	39.983625	1	35855291	35855292	20111104112143	080	40
13301157408	116.480499	39.985359	1	35855292	244466867	20111104112155	078	40
13301157408	116.482507	39.987175	1	35855292	244466867	20111104112206	091	40
13301157408	116.482679	39.987368	0	688155134	343335393	20111104112207	089	40
13301157408	116.484923	39.989358	1	688155166	688155896	20111104112219	086	40
13301157408	116.488714	39.992789	0	403081277	244466869	20111104112243	075	40
13301157408	116.505514	40.007953	0	265709369	265709367	20111104112244	093	40
13301157408	116.490616	39.994529	1	403081277	244466869	20111104112255	078	40
13301157408	116.492643	39.996375	1	244466869	244466870	20111104112307	080	40
13301157408	116.494736	39.998267	1	244466869	244466870	20111104112319	084	40
13301157408	116.496866	40.000123	1	403081256	244466876	20111104112331	082	40
13301157408	116.498821	40.001932	1	244466871	265709373	20111104112343	078	40
13301157408	116.500833	40.003745	1	265709373	265709371	20111104112355	080	40
13301157408	116.502932	40.005653	1	265709373	265709371	20111104112407	082	40
13301157408	116.505131	40.007608	1	265709369	265709367	20111104112419	089	42
13301157408	116.507327	40.009586	1	265709367	265709363	20111104112431	078	40
13301157408	116.509028	40.011125	0	265709363	265709361	20111104112443	062	40
13301157408	116.510818	40.012684	1	265709359	265709357	20111104112455	076	42

22
13301174939	116.455842	39.932036	0	245148489	32877279	20111104111954	025	0
13301174939	116.455838	39.934230	0	1114097895	1357805912	20111104112016	047	358
13301174939	116.455840	39.938043	0	1351272734	32877217	20111104112049	041	0
13301174939	116.455842	39.938972	0	1351272734	32877217	20111104112100	021	0
13301174939	116.455842	39.939088	0	1351272734	32877217	20111104112111	000	0
13301174939	116.455842	39.939170	0	1351272734	32877217	20111104112122	015	358
13301174939	116.455866	39.940777	0	32877217	35553136	20111104112144	032	2
13301174939	116.455892	39.941753	0	32877217	35553136	20111104112155	034	0
13301174939	116.455913	39.942711	0	35553136	1351272768	20111104112206	038	0
13301174939	116.455910	39.943798	0	35553136	1351272768	20111104112217	039	358
13301174939	116.455907	39.944759	0	1278004158	34710869	20111104112228	038	0
13301174939	116.455905	39.945712	0	1278004158	34710869	20111104112239	032	0
13301174939	116.455897	39.946909	0	1372013073	35552322	20111104112301	025	358
13301174939	116.455885	39.947629	0	1372013073	35552322	20111104112312	008	0
13301174939	116.455884	39.947685	0	1372013073	35552322	20111104112323	006	2
13301174939	116.455884	39.947691	0	1372013073	35552322	20111104112334	000	0
13301174939	116.455884	39.947689	0	1372013073	35552322	20111104112345	000	0
13301174939	116.455884	39.947690	0	1372013073	35552322	20111104112356	000	0
13301174939	116.455884	39.947695	0	1372013073	35552322	20111104112407	000	0
13301174939	116.455884	39.947695	0	1372013073	35552322	20111104112418	000	0
13301174939	116.455884	39.947693	0	1372013073	35552322	20111104112429	000	0
13301174939	116.455884	39.947689	0	1372013073	35552322	20111104112440	000	0

23
13301204821	116.385058	39.906005	1	330842111	330841279	20111104112000	000	0
13301204821	116.385064	39.906005	1	330842111	330841279	20111104112036	000	0
13301204821	116.386395	39.906046	0	330841279	330841128	20111104112100	047	88
13301204821	116.388746	39.906115	1	330841279	330841128	20111104112112	067	88
13301204821	116.390962	39.906180	1	330841128	330841408	20111104112122	062	88
13301204821	116.392316	39.906219	0	330841128	330841408	20111104112134	008	88
13301204821	116.392352	39.906220	0	330841128	330841408	20111104112139	000	0
13301204821	116.392345	39.906220	1	330841128	330841408	20111104112158	000	0
13301204821	116.392351	39.906220	1	330841128	330841408	20111104112210	000	0
13301204821	116.392352	39.906220	0	330841128	330841408	20111104112222	000	0
13301204821	116.392779	39.906233	1	330841128	330841408	20111104112234	030	86
13301204821	116.394567	39.906284	1	330841408	330841132	20111104112246	056	86
13301204821	116.396679	39.906343	0	330841408	330841132	20111104112258	043	86
13301204821	116.397918	39.906379	1	330841132	330841134	20111104112310	028	86
13301204821	116.398972	39.906409	1	330841132	330841134	20111104112322	021	94
13301204821	116.399314	39.906419	1	330841132	330841134	20111104112334	000	0
13301204821	116.399319	39.906419	1	330841132	330841134	20111104112346	000	0
13301204821	116.399320	39.906419	1	330841132	330841134	20111104112358	000	0
13301204821	116.399318	39.906419	1	330841132	330841134	20111104112410	000	0
13301204821	116.399314	39.906419	0	330841132	330841134	20111104112422	008	88
13301204821	116.400261	39.906413	1	330841134	250041137	20111104112434	036	82
13301204821	116.401631	39.906490	1	733967259	330841136	20111104112446	041	86
13301204821	116.403210	39.906537	1	733967259	330841136	20111104112458	041	86

22
13301204831	116.314858	39.883059	0	534312846	330588542	20111104112009	028	180
13301204831	116.314941	39.881998	1	754516930	330588542	20111104112020	047	178
13301204831	116.314938	39.880435	0	754516949	754516930	20111104112031	056	182
13301204831	116.314935	39.879063	0	754517438	754516949	20111104112042	047	180
13301204831	116.314774	39.878514	0	754515481	754517438	20111104112053	012	190
13301204831	116.314933	39.877998	1	330588686	754517438	20111104112104	041	180
13301204831	116.314931	39.876653	1	330588686	754517438	20111104112115	043	180
13301204831	116.314930	39.876151	0	330588686	754517438	20111104112121	019	186
13301204831	116.314930	39.876114	0	330588686	754517438	20111104112159	000	0
13301204831	116.314930	39.876114	0	330588686	754517438	20111104112210	000	0
13301204831	116.314930	39.876112	0	330588686	754517438	20111104112221	000	0
13301204831	116.314929	39.875676	0	330588686	754517438	20111104112232	030	178
13301204831	116.314927	39.874732	0	330588686	754517438	20111104112243	034	180
