"index_road","node_id"
"[42747010L, 42747045L]",534554121
"[42747046L, 47867740L]",534554292
"[42747045L, 42747046L, 109368252L]",534554137
"[42747019L, 42747062L, 118890250L]",534554462
"[42747062L, 111729420L, 139824670L, 139824672L]",1272235798
"[42747063L, 42747075L, 117699300L]",534554979
"[42747063L, 58645676L, 139824668L]",1532484589
"[42719468L, 42747070L, 58645676L]",726629351
"[42747070L, 42747075L]",534555161
"[42747075L]",534555211
"[42747063L, 42747075L, 117699300L]",534554979
"[42747119L, 42747122L]",320482343
"[29131376L, 42747119L]",320481811
"[29131379L, 42747120L]",320482303
"[42747120L, 42747121L]",534555937
"[42747120L, 42747121L]",534555937
"[29131419L, 42747121L]",320482305
"[29131417L, 42747122L]",534555968
"[42747119L, 42747122L]",320482343
"[42747124L, 102413724L]",370259781
"[32870904L, 42747125L]",124185989
"[42747125L, 102413689L]",1182696827
"[42747191L, 77909762L]",915659790
"[42747191L, 42747206L]",534556533
"[42747193L, 128248669L]",1417716262
"[42747193L, 77909767L]",534556534
"[42747195L, 128248622L]",534556542
"[42747195L, 42747200L, 47576118L]",605304919
"[27035563L, 42747200L]",296346476
"[42747195L, 42747200L, 47576118L]",605304919
"[42747191L, 42747206L]",534556533
"[42747206L, 42748390L]",534575367
"[42747200L, 42747214L]",534556652
"[29131379L, 42747214L]",534556954
"[42747219L, 114626359L]",320482706
"[42747219L, 42747223L]",320482710
"[42747220L, 42747221L]",320482603
"[42747220L, 114626351L]",1298005686
"[29131540L, 42747221L]",320482775
"[42747220L, 42747221L]",320482603
"[42747219L, 42747223L]",320482710
"[29131542L, 42747223L]",320482713
"[42747229L, 50635848L, 50635889L]",534557347
"[42747229L, 50635849L, 50635870L]",534557349
"[42747351L, 42747359L]",534558098
"[29179844L, 42747351L]",320904742
"[29179835L, 42747352L]",534558104
"[42747352L, 42747362L]",320907129
"[42747359L, 132752183L]",320906810
"[42747351L, 42747359L]",534558098
"[42747352L, 42747362L]",320907129
"[42747362L, 132752182L]",320907835
"[42418525L, 42747366L, 50635631L]",534558264
"[42416753L, 42747366L, 114413884L]",529552630
"[42417361L, 42747406L, 58646729L]",534558745
"[30042591L, 42747406L]",534558776
"[30042591L, 42418525L, 42747411L]",529576090
"[42417361L, 42747411L, 58646771L]",534558910
"[42748057L, 121782621L, 127843506L]",332263574
"[42371203L, 42748068L]",534571385
"[33616409L, 42748068L, 59217023L]",384293038
"[42371203L, 42748070L]",245106234
"[42748070L]",534571694
"[42748074L, 42748075L, 59217065L, 59217098L]",534571729
"[42748070L, 42748074L]",534571734
"[42748074L, 42748075L, 59217065L, 59217098L]",534571729
"[33612453L, 42748075L]",534571735
"[42748070L, 42748076L]",534571740
"[33613425L, 42748076L]",534571741
"[33616518L, 42748077L]",384305302
"[42748291L, 42748299L]",534574262
"[42748291L, 42748299L]",534574262
"[42500290L, 42748294L, 42748297L]",530731564
"[42748291L, 42748294L]",534574266
"[42748291L, 42748297L]",534574264
"[42499421L, 42748299L]",534574441
"[42748291L, 42748328L]",534574267
"[42748328L, 42748362L, 42748366L]",534574881
"[42748329L, 42748366L]",534574883
"[42748329L, 42748360L]",534574884
"[42748329L, 42748360L]",534574884
"[42748360L, 128248670L, 128248671L]",1417716234
"[42748328L, 42748362L, 42748366L]",534574881
"[42748291L, 42748362L, 47706251L]",534574272
"[42748329L, 42748366L]",534574883
"[42748371L, 42748379L, 47705784L]",534575276
"[42748371L, 102413724L]",534575279
"[42748379L, 47705686L, 47706169L, 47706251L]",606976589
"[42748371L, 42748379L, 47705784L]",534575276
"[42748390L, 128248670L]",534575362
"[42748390L, 128248670L]",534575362
"[42747125L, 42748391L]",124185984
"[42748391L, 47705442L, 119561706L]",1343050463
"[42748390L, 42748394L]",534575376
"[42747125L, 42748394L]",534575378
"[42749456L, 126906005L]",534586029
"[31983258L, 42749456L]",534586045
"[42749476L, 127031072L]",323144031
"[29378000L, 42749476L, 127156363L]",323144027
"[31983258L, 42749481L, 47683238L]",359276669
"[42749481L, 42749483L, 126906236L, 127031073L, 127156384L, 127156401L]",1304730399
"[42749481L, 42749483L, 126906236L, 127031073L, 127156384L, 127156401L]",1304730399
"[29378000L, 42749483L, 127156362L]",323144573
"[29378000L, 42749484L, 127156401L]",323144575
"[42749484L, 127156384L]",1408034379
"[42753132L, 70848485L, 86139304L]",513425008
"[42753132L, 70848791L, 70848917L]",534628348
"[42753133L, 70848917L]",534628408
"[42753133L]",534628583
"[42753133L, 42753134L]",534628568
"[42753134L]",534628587
"[42753135L]",534628595
"[42753135L]",534628593
"[42753136L]",534628600
"[42753133L, 42753136L]",534628460
"[42782263L, 126860133L]",1405150487
"[42782263L, 42934772L]",534927029
"[42785460L, 53791186L]",534974935
"[42785460L, 42785461L, 42785463L]",534974963
"[42785460L, 42785461L, 42785463L]",534974963
"[42785461L]",534974984
"[42785460L, 42785462L]",534974962
"[42785462L, 53791186L]",534974960
"[42785463L]",534974973
"[42785461L, 42785464L]",534974980
"[42785464L]",534974986
"[42934673L, 61491892L]",287635911
"[42934673L, 86200500L]",1000543543
"[42934765L, 53791187L]",534931961
"[42934765L, 126860127L]",1405150486
"[42782263L, 42934772L]",534927029
"[42934772L, 53791190L]",534927189
"[42935140L]",537795264
"[42935140L]",537794354
"[42935212L, 42935249L]",537796988
"[42935212L, 47520247L, 47570793L]",605223445
"[42935249L]",537796982
"[42935249L]",537796982
"[42935265L]",537797044
"[42935249L, 42935265L]",537796997
"[42935249L, 42935275L]",537796990
"[42935275L, 47520247L]",605223447
"[42935647L, 42935648L]",537807076
"[42935647L, 42935649L]",537807082
"[42935648L]",537807136
"[42935647L, 42935648L]",537807076
"[42935647L, 42935649L]",537807082
"[42935649L, 53333978L]",537806144
"[42935753L]",537810170
"[42935753L]",537810272
"[42936156L, 42936180L]",537823861
"[42936156L]",537823868
"[42936180L, 42936570L, 42936571L]",537840109
"[42936180L, 42936183L, 42936435L]",537824397
"[42936183L, 53334059L]",537829930
"[42936180L, 42936183L, 42936435L]",537824397
"[42936197L, 42936386L]",537834224
"[42936183L, 42936197L, 42936201L]",537825243
"[42936201L, 42936206L, 42936209L]",537825580
"[42936183L, 42936197L, 42936201L]",537825243
"[42936183L, 42936206L]",537825245
"[42936201L, 42936206L, 42936209L]",537825580
"[42936209L, 42936336L]",537832131
"[42936281L]",537828959
"[42936183L, 42936281L]",537826974
"[42936336L]",537832476
"[42936209L, 42936336L]",537832131
"[42936346L]",537832869
"[42936209L, 42936346L]",537832142
"[42936347L]",537832939
"[42936209L, 42936347L]",537832942
"[42936385L, 42936413L]",537834536
"[42936385L]",537834544
"[42936386L]",537834545
"[42936197L, 42936386L]",537834224
"[42936386L, 42936413L]",537834551
"[42936385L, 42936413L]",537834536
"[42936435L, 42939789L, 42939837L]",537923629
"[42936444L]",537836397
"[42936180L, 42936444L]",537836415
"[42936462L]",537837022
"[42936462L]",537837044
"[42936546L, 53334197L]",674537815
"[42936180L, 42936546L]",537839257
"[42936570L]",537840621
"[42936180L, 42936570L, 42936571L]",537840109
"[42936571L]",537840660
"[42939724L, 53334171L, 53334185L]",537923835
"[42939724L, 42939842L, 42939844L, 42939853L]",537923841
"[42939789L, 42939828L]",537925138
"[42936435L, 42939789L, 42939837L]",537923629
"[42939828L]",537925064
"[42939828L]",537925064
"[42939828L, 42939837L, 42939844L]",537925073
"[42939724L, 42939842L, 42939844L, 42939853L]",537923841
"[42939828L, 42939842L]",537925093
"[42939828L, 42939837L, 42939844L]",537925073
"[42492987L, 42939853L]",537928992
"[42939856L, 42939870L, 42939872L]",537926519
"[42492987L, 42939856L, 42941272L]",530678792
"[42939856L, 42939870L, 42939872L]",537926519
"[42939828L, 42939870L]",537926530
"[42939828L, 42939872L]",537926546
"[42939853L, 42939914L]",537927602
"[42939856L, 42939914L]",537927281
"[42939853L, 42939927L]",537926064
"[42939927L]",537928014
"[42939928L]",537928267
"[42939927L, 42939928L]",537928012
"[42936435L, 42940157L]",822516852
"[42940157L, 42940341L]",537938821
"[42940173L]",928650871
"[42940157L, 42940173L]",537935340
"[42940328L]",537938556
"[42940328L]",537938560
"[42940157L, 42940341L]",537938821
"[42939856L, 42940341L]",537941424
"[42940775L]",537949313
"[42940775L]",537949446
"[42941180L, 42941474L, 42941493L]",537956842
"[42941180L, 42941205L]",537954894
"[42941203L, 42941205L]",537954899
"[42941203L, 42941272L, 48043617L, 48043623L]",537954668
"[42941180L, 42941205L]",537954894
"[42941203L, 42941205L]",537954899
"[42941203L, 42941272L, 48043617L, 48043623L]",537954668
"[42941402L, 42941413L]",537956426
"[42941272L, 42941402L]",537956370
"[42941413L, 42941414L, 128482687L]",537956440
"[42941272L, 42941413L]",537931540
"[42941414L]",537956477
"[42941272L, 42941414L]",537956498
"[42941427L]",537956503
"[42941427L]",537956504
"[42941414L, 42941429L]",537956484
"[42941402L, 42941429L]",537956518
"[42941180L, 42941474L, 42941493L]",537956842
"[42941474L, 42941620L, 139500822L]",422508641
"[42941493L, 42941502L, 139500816L]",537957091
"[42941493L, 42941502L, 139500816L]",537957091
"[42941502L, 42941527L, 139500811L]",537957097
"[42941527L, 42941556L]",537957325
"[42941502L, 42941527L, 139500811L]",537957097
"[42941533L, 42941632L]",537957331
"[42941533L, 42941557L]",269425923
"[42941556L, 127697325L]",269424806
"[42941527L, 42941556L]",537957325
"[42941533L, 42941557L]",269425923
"[42941557L, 127697333L]",1412761219
"[42941620L, 42941623L]",537957573
"[42941474L, 42941620L, 139500822L]",422508641
"[42941623L, 128011768L]",537957572
"[42941620L, 42941623L]",537957573
"[42941629L, 42941630L]",537957646
"[42941629L, 48043558L, 139500820L]",610839365
"[42941630L, 139500816L]",537957645
"[42941629L, 42941630L]",537957646
"[42941632L, 42941648L]",537957762
"[42941533L, 42941632L]",537957331
"[42941638L, 139500811L]",537957806
"[42941638L, 42941650L]",537957817
"[42941648L, 128011748L]",537957808
"[42941632L, 42941648L]",537957762
"[42941638L, 42941650L]",537957817
"[42941650L, 48043558L, 139500813L]",610839355
"[42941629L, 42941690L]",537957650
"[42941690L, 42941710L]",537958062
"[42941702L]",537958176
"[42941702L, 128011768L]",537957571
"[42941705L, 42941710L]",537958067
"[42941702L, 42941705L]",537958071
"[42941690L, 42941710L]",537958062
"[42941705L, 42941710L]",537958067
"[42941964L, 42943894L]",537960107
"[42941964L]",537960152
"[32954653L, 42943110L]",537971602
"[24691206L, 42943110L]",537971603
"[32954653L, 42943114L]",529544190
"[22799992L, 42943114L]",537971644
"[42943184L, 128576332L, 128576354L, 138693083L]",286387081
"[42943184L]",537972109
"[42943233L]",537972341
"[42943233L, 121982785L]",331145669
"[22771867L, 42943243L, 122020348L]",1195735433
"[21654620L, 30064848L, 42943243L]",235940949
"[42943244L, 103562825L, 103562838L]",1195735429
"[42943244L, 109349921L]",1252057508
"[42943256L]",537972574
"[42943259L]",537972620
"[42943259L]",537972629
"[24399537L, 42943334L]",537973048
"[42943334L, 120491939L]",1226520265
"[42943334L, 42943335L]",537973050
"[22758736L, 42943335L]",537973064
"[24447770L, 42943340L]",537973122
"[42943340L]",537973161
"[42943357L, 109497807L]",1253535134
"[40674435L, 42943357L, 109497809L]",1253535164
"[42943359L]",746804809
"[42943359L, 60105849L, 60105856L, 60105860L]",537973855
"[42943360L, 60105883L, 60105886L]",537973872
"[42398776L, 42943360L, 60105890L]",537973875
"[42943368L]",537974053
"[42943368L]",537974054
"[42943369L]",537974088
"[25446420L, 42943369L]",537974099
"[42943369L, 42943372L]",537974094
"[25446421L, 42943372L]",537974154
"[42398493L, 42943373L]",529338497
"[42943372L, 42943373L]",537974149
"[25446423L, 42943377L]",537974247
"[29204369L, 42943377L]",537974283
"[42943377L, 42943380L]",537974277
"[42943380L]",537974312
"[42943381L, 84087400L]",981930394
"[42943372L, 42943381L]",537974147
"[42943395L]",537974909
"[42943395L]",537974927
"[42943395L, 42943396L]",537974917
"[42943396L, 84087403L, 84515026L]",981930365
"[42943398L]",537975254
"[42943398L, 42943408L]",537975269
"[25446425L, 42943402L]",537976109
"[29277022L, 42943402L, 121653918L]",537975534
"[29277022L, 42943408L, 84515026L]",537975578
"[25446425L, 42943408L]",537976153
"[42943417L]",537975877
"[29276968L, 42943417L]",537975879
"[42943446L]",537976057
"[29276981L, 42943446L]",321421407
"[42943487L, 42943488L]",537976184
"[42943487L]",537976186
"[25446426L, 42943488L]",537976173
"[42943488L, 42943504L]",537976190
"[42943504L, 114108340L]",537976191
"[25446426L, 42943504L]",537976353
"[42943504L, 42943506L]",537976379
"[42943506L, 114108340L]",537976415
"[42943504L, 42943507L]",537976403
"[42943507L, 114108340L]",537976417
"[42943507L, 42943509L]",537976423
"[42943506L, 42943509L]",537976412
"[25446426L, 42943514L]",537976488
"[42943514L]",537976506
"[42943515L]",537976507
"[42943514L, 42943515L]",537976508
"[42943894L, 53334479L]",674541256
"[42943894L, 42944075L]",537980490
"[42943894L, 42944075L]",537980490
"[42944075L, 42944088L, 42944523L]",537982107
"[42944088L]",537982770
"[42944075L, 42944088L, 42944523L]",537982107
"[42944523L, 42944597L]",537983893
"[42944597L, 42945982L]",537984480
"[42944523L, 42944597L]",537983893
"[42944736L, 42944737L]",537986512
"[42944736L]",537986871
"[42944737L, 42944738L]",537986518
"[42944736L, 42944737L]",537986512
"[42944738L]",537986521
"[42944737L, 42944738L]",537986518
"[42944969L, 53791189L]",537991972
"[42944969L, 86143960L]",537990775
"[42944969L, 42945004L, 42945005L]",537990550
"[42945004L, 86143960L]",537990776
"[42945005L]",537990785
"[42944969L, 42945004L, 42945005L]",537990550
"[42945007L]",537990805
"[42945005L, 42945007L]",537990786
"[42945019L, 42945033L]",537990936
"[42945019L, 42945024L]",537990947
"[42945024L]",537991013
"[42945005L, 42945024L]",537991020
"[42945033L]",537991138
"[42945005L, 42945033L]",537991140
"[42945040L]",537991198
"[42944969L, 42945040L]",537990772
"[42945284L]",537992965
"[42945284L, 48066587L]",537994500
"[42945286L]",537992984
"[42945284L, 42945286L]",537992966
"[42945291L]",537993025
"[42945284L, 42945291L]",537993030
"[42945406L]",537993787
"[42945284L, 42945406L]",537993480
"[42945408L, 42945435L]",537993789
"[42945284L, 42945408L]",537993488
"[42945414L]",537993828
"[42945414L]",537993829
"[42945416L, 42945417L]",537993834
"[42945414L, 42945416L]",537993835
"[42945417L, 42945429L]",537993836
"[42945408L, 42945417L]",537993837
"[42945426L]",537993847
"[42945426L, 42945429L]",537993850
"[42945284L, 42945429L]",537993963
"[42945417L, 42945429L]",537993836
"[42945426L, 42945430L]",537993848
"[42945284L, 42945430L]",537994122
"[42945435L, 42945437L]",537994162
"[42945408L, 42945435L]",537993789
"[42945284L, 42945437L]",537993448
"[42945435L, 42945437L]",537994162
"[42945440L, 42945444L]",537994196
"[42945284L, 42945440L]",537994197
"[42945284L, 42945441L]",537994205
"[42945435L, 42945441L]",537994166
"[42945435L, 42945442L]",537994168
"[42945284L, 42945442L]",537994202
"[42945441L, 42945444L]",537994198
"[42945440L, 42945444L]",537994196
"[42945503L, 42945523L]",537994504
"[42945284L, 42945503L]",537994521
"[42945523L]",537994658
"[42945523L]",537994679
"[42945535L, 42945542L]",537994821
"[42945503L, 42945535L]",537994856
"[42945538L]",537994886
"[42945535L, 42945538L]",537994833
"[42945539L]",537994918
"[42945535L, 42945539L]",537994924
"[42945542L]",537994954
"[42945535L, 42945542L]",537994821
"[42945543L]",537994975
"[42945535L, 42945543L]",537994978
"[42652792L, 42945807L]",533489401
"[42945807L, 42946560L]",538004554
"[42945813L]",537997377
"[42945813L, 42945982L]",537997229
"[42945886L]",537998772
"[42945886L, 42945982L]",537997938
"[42945980L, 42946563L]",537999115
"[42945980L, 42945982L]",537999117
"[42945980L, 42945982L]",537999117
"[42944597L, 42945982L]",537984480
"[42946237L]",538002587
"[42946237L, 42946359L]",538002335
"[42946257L, 42946260L]",538001091
"[42946257L, 42946263L]",538001100
"[42946260L, 42946277L]",538001121
"[42946257L, 42946260L]",538001091
"[42946257L, 42946263L]",538001100
"[42946263L, 42946362L]",538000835
"[42946277L]",538001327
"[42946277L, 42946279L]",538001305
"[42946279L]",538001300
"[42946277L, 42946279L]",538001305
"[42946237L, 42946359L]",538002335
"[42946359L, 42946362L]",538002336
"[42946359L, 42946362L]",538002336
"[42946362L, 42946563L]",538000669
"[42945807L, 42946560L]",538004554
"[42946560L, 42946563L]",538004557
"[42946560L, 42946563L]",538004557
"[42945980L, 42946563L]",537999115
"[42946583L]",538005197
"[42945807L, 42946583L]",538005053
"[42945807L, 42946609L]",538005272
"[42946583L, 42946609L]",538005281
"[42946628L]",538005829
"[42652792L, 42946628L]",533489416
"[42652792L, 42946666L]",420590277
"[42652581L, 42946666L]",273368409
"[42943894L, 42966077L]",537961942
"[42966077L]",538153877
"[42966490L]",538156453
"[42966490L, 44052340L]",538156464
"[42966521L]",538156780
"[42946563L, 42966521L]",538157748
"[35984204L, 42966987L]",420589594
"[42966987L, 86143467L]",538160645
"[42967011L, 42967113L]",538160870
"[42967011L, 42967012L]",538160847
"[42967011L, 42967012L]",538160847
"[42967012L, 42967013L]",538160848
"[42967012L, 42967013L]",538160848
"[42967013L]",538160845
"[42967026L, 42971689L, 42971691L]",538208917
"[42967026L, 42971284L]",538204309
"[42967027L]",538160976
"[42967027L, 42967113L]",538160973
"[42967035L, 42967038L]",538161093
"[42967035L, 42967037L]",538161096
"[42967036L, 42967037L]",538161097
"[42967036L, 42967113L]",538160966
"[42967035L, 42967037L]",538161096
"[42967036L, 42967037L]",538161097
"[42967038L]",538161099
"[42967035L, 42967038L]",538161093
"[42967102L]",538161489
"[42967102L, 42967116L, 42971254L]",538161532
"[42967112L, 42971254L]",538161580
"[42967112L, 42967113L]",538161581
"[42967112L, 42967113L]",538161581
"[42967113L]",538160975
"[42967115L]",538161680
"[42967115L, 42967116L]",538161682
"[42967116L]",538161684
"[42967102L, 42967116L, 42971254L]",538161532
"[42967117L]",538161706
"[42967116L, 42967117L]",538161685
"[42970489L, 42970896L]",538202197
"[42967113L, 42970489L]",538161582
"[42970489L, 42970896L]",538202197
"[42970896L]",538203069
"[42971205L]",538203589
"[42971205L, 42971254L]",538203230
"[42971206L]",538203637
"[42971206L, 42971254L]",538203650
"[42971207L]",538203758
"[42971207L, 42971254L]",538203659
"[42971219L]",538203825
"[42971219L, 42971254L]",538203833
"[42971252L]",538204045
"[42971252L, 42971254L]",538203225
"[42971254L, 42971255L]",538204081
"[42967112L, 42971254L]",538161580
"[42971255L, 42971285L]",538204084
"[42971254L, 42971255L]",538204081
"[42967026L, 42971284L]",538204309
"[42971284L, 42971285L]",538204311
"[42971284L, 42971285L]",538204311
"[42971255L, 42971285L]",538204084
"[42971292L]",538204471
"[42971292L]",538205392
"[42971285L, 42971295L]",538204516
"[42971295L, 42971317L]",538204672
"[42971285L, 42971313L]",538204650
"[42971313L]",538204657
"[42971317L]",538204701
"[42971317L]",538204703
"[42971319L]",538204731
"[42971317L, 42971319L]",538204707
"[42971658L, 42971673L]",538209467
"[42971658L, 42971673L]",538209467
"[42971658L, 42971670L]",538209490
"[42971670L, 42971672L, 42971673L]",538209603
"[42971672L, 42971819L, 42971820L]",538211314
"[42971670L, 42971672L, 42971673L]",538209603
"[42967026L, 42971689L, 42971691L]",538208917
"[42971658L, 42971689L]",538209488
"[42971658L, 42971691L, 42971698L]",538209475
"[42971698L, 42971702L, 42971706L]",538210028
"[42971658L, 42971691L, 42971698L]",538209475
"[42971658L, 42971702L]",538210094
"[42971698L, 42971702L, 42971706L]",538210028
"[42971706L, 42971764L]",538210359
"[42971706L, 42971764L]",538210359
"[42971764L, 132416304L]",848012541
"[42971672L, 42971819L, 42971820L]",538211314
"[42971819L, 42971820L, 42971835L]",538211561
"[42971819L, 42971820L, 42971835L]",538211561
"[42971835L, 42971844L, 42971846L]",538212104
"[42971835L, 42971844L, 42971846L]",538212104
"[42971844L, 42971846L, 42971858L]",538212208
"[42971844L, 42971846L, 42971858L]",538212208
"[42971858L, 86210480L, 86213485L]",1000768323
"[42971884L, 86214252L]",1000772025
"[42971858L, 42971884L]",1456773367
"[42971886L]",538212876
"[42971884L, 42971886L]",538212811
"[42971888L]",538212906
"[42971858L, 42971888L]",538212909
"[42971889L]",538212926
"[42971889L]",538212928
"[42971987L]",538223263
"[42934673L, 42971987L]",287637463
"[42972632L]",538226920
"[42972632L, 42972633L]",538225981
"[42972632L, 42972633L]",538225981
"[42972633L, 42972634L]",538225982
"[42972633L, 42972634L]",538225982
"[42972634L]",538225986
"[42972782L, 42972783L]",538226933
"[42972782L]",538226936
"[42972783L, 42972784L]",538226937
"[42972782L, 42972783L]",538226933
"[42972784L]",538226938
"[42972783L, 42972784L]",538226937
"[42972883L, 70848485L]",538228514
"[41717696L, 42972883L, 58720863L]",513425075
"[42982489L]",538358612
"[42982489L]",538358705
"[42985797L, 58720622L]",727653567
"[42985797L, 58720518L]",727652874
"[42985897L, 58720518L]",538391668
"[42985897L, 70849072L]",538393015
"[42986004L, 42986027L, 42986093L]",538394155
"[42986004L, 58720518L]",538394014
"[42986006L, 58720518L]",538393931
"[42986004L, 42986006L]",538394021
"[42986027L]",538394273
"[42986004L, 42986027L, 42986093L]",538394155
"[42986093L]",538395052
"[42986095L, 42986098L]",538395075
"[42986095L]",538395080
"[42986095L, 42986098L]",538395075
"[42986288L]",538396727
"[42986288L, 42986302L, 48067560L]",538396738
"[42945284L, 42986302L]",611063283
"[42986288L, 42986302L, 48067560L]",538396738
"[42986311L, 48067560L]",538399659
"[42986311L]",538397002
"[42986311L, 42986330L]",538397458
"[42986330L, 42986335L]",538397087
"[42986311L, 42986335L]",538397311
"[42986330L, 42986335L]",538397087
"[42986372L]",538397717
"[42986311L, 42986372L]",538397720
"[42986374L]",538397726
"[42986311L, 42986374L]",538397721
"[42986379L]",538397743
"[42986335L, 42986379L]",538397315
"[42986380L]",538397754
"[42986311L, 42986380L]",538397705
"[42986414L, 42986438L]",538398859
"[42986311L, 42986414L]",538398861
"[42986433L, 42986438L]",538399355
"[42986433L]",538399357
"[42986438L]",538399616
"[42986311L, 42986438L]",538399617
"[42986483L]",538399631
"[42986311L, 42986483L]",538399633
"[42986608L, 42986610L]",538400245
"[42986608L, 42986609L]",538400246
"[42986608L, 42986609L]",538400246
"[42986609L, 42986617L]",538400261
"[42986610L, 48067560L]",538400367
"[42986608L, 42986610L]",538400245
"[42986612L, 48067560L]",538400000
"[42986612L, 42986617L]",538400006
"[42986612L, 42986617L]",538400006
"[42498604L, 42986617L]",530715471
"[42986774L, 44813222L]",530717119
"[31861501L, 42986774L]",356724448
"[42987170L, 42987173L]",538407661
"[42987170L, 127017825L]",1406705641
"[42987171L, 127017936L]",538407666
"[42987171L, 42987172L]",538407667
"[42987171L, 42987172L]",538407667
"[29142010L, 42987172L]",320583365
"[29142203L, 42987173L]",538407668
"[42987170L, 42987173L]",538407661
"[42988673L]",538416798
"[42988673L]",538417367
"[42988849L, 54813209L]",538418819
"[42988849L]",538418832
"[42988858L, 53333978L]",314393718
"[42988858L, 54817846L, 54817974L]",690064052
"[42989592L, 42989593L]",538425909
"[42989592L]",538426108
"[42989593L, 42989594L]",538425914
"[42989592L, 42989593L]",538425909
"[42989594L]",538425915
"[42989593L, 42989594L]",538425914
"[42989807L]",1317808964
"[25719849L, 42989807L]",538427946
"[42990415L, 54813115L]",538432459
"[42990415L, 54813209L]",538432520
"[42990449L]",538440315
"[42990449L, 42990595L]",538439518
"[42990449L, 42990595L]",538439518
"[42990595L]",538437358
"[42990720L]",538442996
"[42990720L]",538444160
"[42990877L, 46906623L]",538448093
"[42990877L]",538449215
"[42990916L, 55281851L]",530664997
"[42991236L]",538458083
"[42991236L, 55283327L]",538460446
"[42991315L, 55283332L]",538460836
"[42991315L, 55283327L]",538460627
"[42991786L]",538468765
"[42991786L]",538468934
"[42992108L]",538476839
"[42992108L, 46906529L, 58758744L, 58759064L]",557282182
"[43010525L]",538789271
"[43010525L, 80578339L]",538789276
"[43010723L, 43010850L]",538790231
"[43010723L, 43010850L]",538789670
"[43010850L]",728237593
"[43010850L, 58759333L]",538789759
"[43010851L]",538789834
"[43010723L, 43010851L]",538789839
"[43010881L]",538790045
"[43010850L, 43010881L]",538790017
"[43010938L]",538790554
"[43010850L, 43010938L]",538790575
"[43011029L]",538791105
"[43011029L, 43011031L]",538791144
"[43011031L]",538791145
"[43011031L]",538791189
"[43011049L]",538791486
"[43011049L]",538791551
"[43011050L, 43872631L]",538791542
"[43011050L]",538791604
"[43519297L]",549259467
"[43519297L]",549259472
"[43534192L, 43534233L]",549604559
"[43534192L, 43534229L]",549604551
"[43534194L, 43534229L]",549604549
"[43534194L, 43534230L]",549604541
"[43534196L, 43534230L]",549604539
"[43534196L, 43534218L]",549604524
"[43534201L, 43534204L]",549604478
"[9779352L, 24007516L, 43534201L]",260329796
"[41645837L, 41645839L, 43534204L]",549604474
"[43534201L, 43534204L]",549604478
"[43534206L]",549604487
"[43534206L, 43534208L]",549604485
"[43534206L, 43534208L]",549604485
"[43534208L, 43534210L]",549604482
"[43534208L, 43534210L]",549604482
"[41444028L, 43534210L]",506873355
"[43534212L, 43534218L]",549604522
"[41645240L, 43534212L]",511178874
"[43534212L, 43534214L]",549604526
"[43534214L, 43534198L]",549604515
"[43534216L, 43534221L]",549604566
"[43534216L, 43534233L]",549604563
"[43534196L, 43534218L]",549604524
"[43534212L, 43534218L]",549604522
"[41439024L, 43534219L, 41438051L]",506827426
"[41439020L, 43534219L]",506827435
"[42393808L, 43534220L]",549604536
"[43534220L, 43534232L]",549604557
"[43534221L, 43534232L]",549604555
"[43534221L, 43534254L]",549604638
"[42393817L, 43534222L]",549604571
"[43534222L, 43534236L]",549604584
"[43534223L, 43534236L]",549604581
"[43534223L, 43534263L]",549604666
"[43534224L, 43534243L]",549604608
"[43534224L, 43534244L]",549604611
"[43534225L, 43534244L]",549604613
"[43534225L]",549604708
"[41661989L, 43534226L]",512065095
"[41661991L, 43534226L]",512065096
"[43534223L, 43534227L]",549604587
"[43534227L, 43534237L]",549604594
"[43534228L, 43534237L]",549604591
"[43534228L, 43534242L]",549604597
"[43534192L, 43534229L]",549604551
"[43534194L, 43534229L]",549604549
"[43534194L, 43534230L]",549604541
"[43534196L, 43534230L]",549604539
"[43534194L, 43534231L]",549604544
"[43534231L]",549604632
"[43534220L, 43534232L]",549604557
"[43534221L, 43534232L]",549604555
"[43534216L, 43534233L]",549604563
"[43534192L, 43534233L]",549604559
"[43534234L]",549604578
"[43534234L, 43534235L, 42686781L]",549604568
"[43534234L, 43534235L, 42686781L]",549604568
"[41659568L, 43534235L, 41659559L]",512029235
"[43534222L, 43534236L]",549604584
"[43534223L, 43534236L]",549604581
"[43534227L, 43534237L]",549604594
"[43534228L, 43534237L]",549604591
"[43534238L, 43534245L]",549604619
"[43534238L, 43534246L]",549604624
"[43534240L, 43534241L]",549604605
"[43534240L, 43534245L]",549604616
"[43534241L, 43534243L]",549604602
"[43534240L, 43534241L]",549604605
"[43534228L, 43534242L]",549604597
"[43534242L, 43534243L]",549604600
"[43534242L, 43534243L]",549604600
"[43534241L, 43534243L]",549604602
"[43534224L, 43534244L]",549604611
"[43534225L, 43534244L]",549604613
"[43534240L, 43534245L]",549604616
"[43534238L, 43534245L]",549604619
"[43534238L, 43534246L]",549604624
"[43534246L, 43534247L]",549604626
"[43534246L, 43534247L]",549604626
"[42311497L, 43534247L]",549604621
"[41645841L, 43534248L]",511195501
"[43534248L, 43534249L]",549604629
"[43534248L, 43534249L]",549604629
"[9779291L, 9779352L, 43534249L]",31194141
"[43534223L, 43534250L]",549604648
"[43534250L, 43534259L]",549604652
"[43534251L, 43534259L]",549604650
"[43534251L, 43534276L]",549604694
