"id","ways_index"
72631502,"[72631505L, 68310835L, 34150653L, 72631503L]"
72631503,"[30186348L, 72631502L]"
72631505,"[30186348L, 72631502L]"
72656838,"[72656839L]"
72656839,"[72656838L]"
72657052,"[]"
72657167,"[72657168L]"
72657168,"[72657167L]"
72701010,"[22799950L, 138332527L]"
72701069,"[122100030L, 22799950L]"
72701418,"[105276036L, 138690677L, 138690698L, 105276038L]"
72727134,"[30064875L]"
72840712,"[72840713L]"
72840713,"[72840712L, 60874906L]"
72981655,"[118259948L]"
73533570,"[73533571L, 22800036L, 67979592L, 22801744L, 22800062L]"
73533571,"[16266618L, 73533570L]"
73580801,"[73580802L]"
73580802,"[33506169L, 33506134L, 73580801L]"
74103824,"[70085697L, 42746461L]"
74103825,"[70085696L, 42746451L, 47739037L]"
74140807,"[44774848L, 44774851L]"
74142106,"[74142109L]"
74142107,"[74142108L, 74142115L]"
74142108,"[74142107L]"
74142109,"[74142106L, 74142110L]"
74142110,"[74142109L]"
74142113,"[47520065L, 74142114L]"
74142114,"[74142113L, 42492987L, 47570793L, 47520247L, 119607476L, 119610293L, 119610294L, 50625257L, 24797624L, 119607483L, 122705343L]"
74142115,"[74142107L]"
74908171,"[75035793L, 75888626L, 44774838L]"
74908172,"[74908176L, 75888625L, 75035783L, 75035607L]"
74908173,"[25004585L, 25985490L]"
74908174,"[25004585L, 25004739L]"
74908175,"[75035784L, 25985490L, 75037334L]"
74908176,"[74908172L, 75035605L, 75035607L]"
75035605,"[74908176L, 25609327L, 75035607L]"
75035606,"[71497448L, 75888625L, 75888627L, 75035783L]"
75035607,"[74908176L, 75035783L, 74908172L, 75035605L]"
75035782,"[44774840L, 75035793L]"
75035783,"[75035607L, 75888627L, 74908172L, 75035606L]"
75035784,"[75037334L, 74908175L]"
75035793,"[74908171L, 75035782L, 44774838L]"
75037334,"[75035784L, 75037335L, 74908175L]"
75037335,"[44774840L, 75037334L]"
75888622,"[]"
75888623,"[25004601L, 25004604L]"
75888624,"[25609326L, 25609327L]"
75888625,"[74908172L, 75035606L]"
75888626,"[74908171L, 75888627L]"
75888627,"[75888626L, 75035606L, 75035783L]"
76050908,"[52279522L, 52279855L]"
76160349,"[25004588L, 25985493L]"
76160350,"[71497448L, 25985490L, 58093683L, 25972884L, 25972885L, 25985494L, 34495897L, 25409149L, 76160351L]"
76160351,"[71497448L, 25985490L, 58093683L, 25972884L, 25972885L, 25985494L, 34495897L, 25409149L, 76160350L]"
76165267,"[25409149L, 26954134L]"
76165276,"[]"
76165278,"[]"
76842244,"[26954160L]"
76842699,"[26954160L, 76842701L]"
76842701,"[76842699L]"
76843473,"[]"
75406139,"[]"
76966758,"[25757006L, 76966765L]"
76966759,"[92623034L, 92623054L, 29151943L]"
76966764,"[24385440L, 47519133L, 55751694L, 106650287L]"
76966765,"[32881089L, 76966758L]"
76966767,"[105149568L, 47519217L, 47519228L, 24385485L]"
77305475,"[77305476L, 128009684L]"
77305476,"[77305475L, 128009725L, 84381703L]"
77305477,"[22371064L, 122090116L, 77305478L]"
77305478,"[128009686L, 77305477L]"
77306312,"[139339332L, 122090116L]"
77306313,"[139339329L, 84381703L]"
77306315,"[122090116L, 139339332L]"
77306316,"[128009705L, 122090116L, 109497836L, 114077008L, 109497812L, 135257993L, 51389369L]"
77882827,"[77882830L, 95513231L]"
77882830,"[77882827L, 95513243L]"
77890747,"[48914820L, 77890750L]"
77890750,"[77890747L, 95513220L]"
77909743,"[77909759L, 52734253L]"
77909754,"[52734253L]"
77909759,"[77909762L, 77910181L, 77909743L]"
77909762,"[42747191L, 77909759L, 77910181L, 77909767L]"
77909767,"[42747193L, 77909762L]"
77910014,"[47576118L, 47576190L, 113967463L]"
77910181,"[77910200L, 77909762L, 77909759L, 128248623L]"
77910183,"[77910402L, 77910404L]"
77910200,"[77910404L, 77910228L, 77910181L]"
77910228,"[77910200L, 77910404L]"
77910402,"[77910404L, 77910429L, 77910183L]"
77910404,"[77910200L, 77910228L, 77910402L, 77910183L]"
77910429,"[77910433L, 77910402L, 77910435L, 77910465L, 77910443L, 111828719L, 111828723L, 77910453L, 77910454L, 77910430L]"
77910430,"[77910429L]"
77910433,"[77910429L]"
77910435,"[77910429L]"
77910443,"[77910451L, 77910429L]"
77910451,"[77910443L]"
77910453,"[77910454L, 77910429L]"
77910454,"[77910453L, 77910429L]"
77910465,"[77910429L]"
77966304,"[27035666L]"
77966305,"[27035666L, 77966309L]"
77966307,"[27035666L, 77966309L]"
77966309,"[77966305L, 77966307L]"
77966310,"[27035666L]"
77966318,"[27035666L]"
77966331,"[27035666L]"
78029370,"[40724038L, 40724046L]"
78029371,"[78029373L]"
78029372,"[37748167L, 40724039L]"
78029373,"[78029371L, 40724046L, 29229119L]"
78058969,"[123742632L, 123845418L, 78058972L, 78058973L]"
78058970,"[78058971L, 78058974L]"
78058971,"[78058970L]"
78058972,"[123742632L, 123845418L, 78058969L, 24026395L, 78058975L]"
78058973,"[123742632L, 78058969L]"
78058974,"[123845413L, 123845414L, 123845417L, 119172685L, 123845422L, 30065037L, 78058970L]"
78058975,"[123742632L, 24026403L, 78058972L, 24026395L]"
78061344,"[78061345L]"
78061345,"[78061344L, 4822337L, 106615217L, 128690896L]"
78061346,"[42353576L, 55883934L]"
78061347,"[78061350L]"
78061350,"[60064577L, 128690946L, 78061347L, 128690906L]"
78135926,"[78135928L, 91802815L]"
78135927,"[91802816L]"
78135928,"[91802816L, 78135926L, 84527535L]"
78204784,"[]"
78241009,"[43976683L, 25214172L, 43976662L]"
78241012,"[24804890L, 25214171L]"
78241015,"[32594169L, 24691162L, 44354420L, 128620782L]"
78241019,"[128620770L, 114108304L, 128620792L, 24691162L, 114108346L]"
78241020,"[114108304L, 136512037L]"
78391072,"[79292368L, 78391126L, 79292375L, 79292377L, 79292378L]"
78391074,"[78391080L, 78391084L]"
78391080,"[78391074L, 78391084L, 78391085L]"
78391084,"[78391080L, 78391074L]"
78391085,"[78391080L]"
78391126,"[78391072L, 78391185L]"
78391127,"[78394000L, 78394026L]"
78391185,"[78393962L, 78391126L, 78393970L, 78393990L]"
78393962,"[78391185L, 78393970L, 78393990L]"
78393963,"[79292360L, 78393970L, 78393995L]"
78393970,"[78393995L, 78393990L, 79292360L, 78393962L, 78393963L, 78391185L]"
78393990,"[78393962L, 78393995L, 78391185L, 78393970L, 78394013L]"
78393995,"[78393963L, 78393990L, 79292360L, 78393970L, 78394013L]"
78394000,"[78394008L, 78394026L, 78394013L, 78391127L]"
78394008,"[78394000L, 78394013L, 78628125L, 78394023L]"
78394013,"[78394000L, 78394008L, 78393995L, 78393990L]"
78394023,"[78394008L, 78628125L]"
78394026,"[78394000L, 78391127L, 78394034L, 78394037L]"
78394034,"[78394026L, 78394037L]"
78394037,"[78394026L, 78394034L]"
78445514,"[]"
78445515,"[]"
78628071,"[]"
78628103,"[29280944L, 47688472L]"
78628125,"[78394008L, 78394023L]"
78628202,"[78628733L, 47688501L]"
78628733,"[78628202L, 47688499L, 47688501L]"
78628761,"[47688501L]"
78732996,"[60121474L, 60121481L, 11315467L, 78733006L, 8869519L, 78733008L, 30041876L, 30041828L]"
78733003,"[30484503L, 78733006L, 60121471L]"
78733006,"[78732996L, 78733003L, 78733008L, 30041876L, 60121471L]"
78733008,"[78732996L, 24476229L, 24476231L, 78733006L, 11315378L, 41425172L, 5218038L, 30041876L]"
78736664,"[78741072L, 78736667L, 78736672L]"
78736667,"[78736664L, 5135877L]"
78736672,"[78736664L, 78741072L]"
78738794,"[96144338L, 96149809L, 22800098L]"
78738807,"[33616140L, 5135877L, 9853022L]"
78741072,"[78736672L, 78736664L]"
78742719,"[96149456L, 78742739L, 5135877L]"
78742732,"[96149456L, 78742739L, 33616126L]"
78742739,"[78742732L, 78742719L]"
79292360,"[78393970L, 78393963L, 78393995L]"
79292368,"[78391072L]"
79292374,"[]"
79292375,"[78391072L]"
79292377,"[78391072L]"
79292378,"[78391072L]"
79292379,"[127156384L, 79292454L, 79292463L, 79292464L, 79292465L, 79292380L]"
79292380,"[79292396L, 79292394L, 79292379L, 79292468L]"
79292394,"[79292380L, 79292533L, 79292535L]"
79292396,"[79292380L, 79292446L, 79292406L, 79292468L]"
79292406,"[79292410L, 79292396L, 79292446L]"
79292410,"[79292406L]"
79292444,"[115499697L, 79292451L, 79292445L]"
79292445,"[79292451L, 79292444L, 79292446L]"
79292446,"[79292406L, 79292396L, 79292477L, 79292532L, 79292470L, 79292472L, 79292445L, 79292478L]"
79292451,"[79292444L, 79292445L, 79292534L]"
79292454,"[79292465L, 79292379L, 79292462L]"
79292462,"[79292454L, 79292463L]"
79292463,"[79292464L, 79292379L, 79292462L]"
79292464,"[79292466L, 79292379L, 79292463L]"
79292465,"[79292466L, 79292379L, 79292454L]"
79292466,"[79292464L, 79292465L]"
79292468,"[79292380L, 79292396L]"
79292470,"[79292446L]"
79292472,"[79292446L]"
79292477,"[79292446L]"
79292478,"[79292446L]"
79292532,"[79292446L]"
79292533,"[79292394L]"
79292534,"[79292451L]"
79292535,"[79292394L]"
79580947,"[79580948L, 47520247L]"
79580948,"[79580947L, 79580949L]"
79580949,"[79580948L]"
79696975,"[79793755L, 83800915L, 84273708L]"
79696976,"[23426857L, 83892649L]"
79696977,"[23426857L, 84644274L, 22799956L]"
79696978,"[84644280L, 83688588L, 22799956L, 79696982L]"
79696979,"[24691208L, 79696981L, 83688583L]"
79696981,"[80917088L, 83892649L, 79696979L, 22799956L]"
79696982,"[84644280L, 79696978L, 83800916L]"
79696983,"[83688586L, 83800916L, 84644274L]"
79697524,"[32954656L, 105431232L, 83689275L, 80717412L, 80343073L, 80320173L, 80813644L, 84618637L, 83689107L, 80342127L, 22799953L, 80343075L, 84629622L, 84629627L]"
79699799,"[79699800L, 84652153L, 83688578L, 84629627L]"
79699800,"[22799954L, 84644270L, 79699799L]"
79793754,"[83800915L, 84727247L, 32954671L]"
79793755,"[83892648L, 83688585L, 83800916L, 79696975L]"
80318965,"[84512738L, 81093128L, 80318966L, 83892407L, 83689275L]"
80318966,"[80716321L, 80716322L, 81093128L, 84110348L, 80318965L, 83892407L, 83892440L, 83800921L, 32954651L]"
80318967,"[80318968L, 83688735L, 80319244L]"
80318968,"[84273967L, 80716980L, 80318967L, 80318971L, 83688735L]"
80318969,"[83687716L, 83688734L, 83688735L]"
80318970,"[80318976L, 83799291L, 83799292L]"
80318971,"[81813447L, 84273967L, 80716980L, 80318968L, 83980122L]"
80318973,"[84727251L, 80716980L, 80318974L, 83688735L]"
80318974,"[85379552L, 85379555L, 85379558L, 81813447L, 80716980L, 83980122L, 80318973L, 83688734L]"
80318976,"[32954656L, 80318970L, 83799292L, 83800911L]"
80319115,"[84727250L, 80319244L, 83688125L, 83688126L]"
80319173,"[83800920L, 83800921L, 80319175L]"
80319175,"[80319173L, 33432006L, 80319243L, 83800920L, 83800921L]"
80319240,"[84273954L, 33432006L, 80319245L, 33431801L, 83688735L]"
80319243,"[83689619L, 80319175L, 33432006L, 33456967L]"
80319244,"[33432010L, 80319115L, 80319245L, 84727250L, 80318967L]"
80319245,"[84112802L, 33432006L, 80319240L, 80319244L, 83800921L, 83688735L]"
80319849,"[84733861L, 22799948L, 83812433L, 83812435L, 122100019L, 121511573L, 33457737L]"
80320173,"[80320288L, 80717420L, 80320174L, 79697524L, 83689276L]"
80320174,"[81813448L, 80320173L]"
80320283,"[22799992L, 80320305L, 28416144L, 83812434L]"
80320285,"[28440872L, 22799992L, 83812434L, 80320305L]"
80320288,"[81813448L, 80320173L]"
80320305,"[81813448L, 83892761L, 83892762L, 80320283L, 80320285L]"
80329838,"[55334656L, 55334597L, 80329927L]"
80329852,"[55281176L, 80329915L]"
80329915,"[80329852L, 55280677L]"
80329927,"[55280952L, 80329838L, 55280575L]"
80330534,"[80330536L, 55334522L, 55334507L]"
80330536,"[55334522L, 55334507L, 80330534L]"
80330549,"[80330653L]"
80330653,"[80330691L, 80330549L]"
80330691,"[80330788L, 80330757L, 80330764L, 80330653L, 80330719L]"
80330719,"[80330691L, 121649252L, 42491181L, 121651166L, 121651167L]"
80330757,"[55281442L, 80330691L, 121649252L, 80330764L, 42491181L, 121651166L, 121651167L]"
80330764,"[80330691L, 80330757L, 80330794L, 80330797L, 80330774L]"
80330774,"[80330764L]"
80330788,"[80330691L]"
80330794,"[80330764L, 80330797L]"
80330797,"[80330794L, 80330764L]"
80330920,"[]"
80342127,"[84652037L, 83800911L, 79697524L, 84652149L, 80917652L]"
80342198,"[83892648L, 83892649L, 84652153L]"
80343073,"[79697524L, 105255750L, 83800911L]"
80343075,"[79697524L, 83689901L, 105255750L, 83800911L]"
80502610,"[71239848L]"
80502612,"[71239856L]"
80578077,"[80578141L, 80578093L]"
80578079,"[46819257L, 58759190L, 80578118L]"
80578080,"[80578096L, 80578099L]"
80578081,"[80578086L, 80578113L]"
80578082,"[80578108L, 80578103L]"
80578083,"[80578131L, 80578119L]"
80578085,"[80578096L, 80578124L]"
80578086,"[46906528L, 80578081L, 80578106L]"
80578087,"[80578098L, 80578124L]"
80578088,"[80578141L, 80578110L]"
80578089,"[80578111L, 80578103L]"
80578090,"[80578136L, 80578100L]"
80578092,"[80578130L, 46907172L, 80578102L]"
80578093,"[80578116L, 80578077L]"
80578096,"[80578080L, 80578085L]"
80578097,"[80578138L, 80578134L]"
80578098,"[80578131L, 80578087L]"
80578099,"[80578080L, 80578133L]"
80578100,"[80578090L, 80578134L]"
80578102,"[58759153L, 46907172L, 80578092L]"
80578103,"[80578089L, 80578082L]"
80578106,"[80578136L, 80578086L]"
80578108,"[80578130L, 80578082L]"
80578109,"[80578113L, 80578116L]"
80578110,"[80578088L, 80578119L]"
80578111,"[80578089L, 80578138L]"
80578112,"[80578356L]"
80578113,"[80578081L, 80578109L]"
80578116,"[80578109L, 80578093L]"
80578118,"[58759186L, 80578079L]"
80578119,"[80578083L, 80578110L]"
80578124,"[80578085L, 80578087L]"
80578130,"[80578108L, 80578092L]"
80578131,"[80578083L, 80578098L]"
80578133,"[55283336L, 80578099L]"
80578134,"[80578097L, 80578100L]"
80578136,"[80578090L, 80578106L, 46906527L]"
80578138,"[80578097L, 80578111L]"
80578141,"[80578088L, 80578077L]"
80578327,"[80578339L, 43010723L]"
80578339,"[43010525L, 80578327L]"
80578356,"[80578112L, 80578362L, 80578421L]"
80578362,"[80578356L]"
80578404,"[80578419L]"
80578418,"[80578424L, 80578421L]"
80578419,"[80578404L, 80578421L]"
80578421,"[80578418L, 80578419L, 80578356L]"
80578424,"[80578418L]"
80639256,"[70120064L]"
80716321,"[83687716L, 83687717L, 80318966L]"
80716322,"[83687716L, 80318966L]"
80716980,"[84273967L, 80318968L, 80318971L, 80318973L, 80318974L]"
80716984,"[84335917L, 83800911L]"
80717412,"[80717415L, 80717420L, 79697524L, 84652154L, 83689276L]"
80717415,"[105431232L, 81245409L, 80717412L]"
80717418,"[105431232L, 84652154L]"
80717420,"[80813644L, 80717412L, 80320173L]"
80813644,"[79697524L, 80717420L]"
80893707,"[80903276L]"
80893851,"[80903276L, 108955851L]"
80897039,"[42499698L, 55342068L, 42499701L, 102414494L]"
80897996,"[]"
80900595,"[]"
80901518,"[]"
80901668,"[]"
80901809,"[]"
80902045,"[]"
80902479,"[]"
80902537,"[]"
80902764,"[117069908L]"
80903276,"[80903302L, 80893707L, 102414488L, 81535417L, 80893851L]"
80903302,"[81445888L, 81535417L, 80903276L, 81445933L]"
80917088,"[22799956L, 79696981L]"
80917635,"[80917649L, 80917652L]"
80917645,"[80917648L, 80917649L, 84652037L]"
80917648,"[22799953L, 22799956L, 80917645L]"
80917649,"[80917635L, 80917645L]"
80917652,"[80917635L, 80342127L]"
81086279,"[83689901L, 105255750L, 83689878L]"
81093128,"[83892624L, 80318965L, 80318966L, 83892407L, 83892440L]"
81093129,"[84652146L, 83892623L, 83892439L]"
81093130,"[82607864L, 83800911L, 84652146L, 83892637L]"
81140535,"[83809043L, 83787825L, 83689713L, 83995265L]"
81192060,"[81193181L]"
81193178,"[81193181L]"
81193179,"[81193181L]"
81193180,"[47519825L, 81193181L]"
81193181,"[81193180L, 81193178L, 81193179L, 81192060L]"
81193251,"[]"
81245409,"[84652154L, 80717415L]"
81445888,"[80903302L]"
81445933,"[80903302L]"
81535417,"[80903276L, 80903302L]"
81628673,"[119890648L, 59667605L]"
81628674,"[58073887L, 32920675L, 120028294L, 129641159L]"
81813449,"[83689276L, 32954653L, 83800910L]"
82607864,"[22799953L, 81093130L]"
83687716,"[80716321L, 80716322L, 83687717L, 80318969L, 83688735L]"
83687717,"[80716321L, 83688124L, 83687716L]"
83688124,"[83687717L, 83688126L]"
83688125,"[80319115L, 84727244L, 83688126L, 83688735L]"
83688126,"[80319115L, 83688124L, 83688125L]"
83688578,"[84652153L, 79699799L]"
83688579,"[84652153L, 83800918L]"
83688580,"[84652153L]"
83688581,"[84652153L]"
83688582,"[84652153L]"
83688583,"[24691208L, 84652153L, 79696979L]"
83688584,"[24691208L, 83688588L, 84652153L]"
83688585,"[83892648L, 83688586L, 83688587L, 83800916L, 79793755L]"
83688586,"[83892648L, 83688585L, 83688587L, 84644274L, 79696983L]"
83688587,"[83688585L, 83688586L, 23426857L]"
83688588,"[24691208L, 79696978L, 22799956L, 83688584L]"
83688734,"[83995200L, 32954897L, 80318969L, 83799289L, 80318974L]"
83688735,"[83687716L, 33432006L, 80319240L, 83892407L, 80319245L, 83688125L, 84727251L, 83990868L, 80318967L, 80318968L, 80318969L, 80318973L]"
83688766,"[33432010L, 32954651L]"
83689107,"[81813448L, 83800911L, 83689108L, 79697524L, 83805332L, 33432155L]"
83689108,"[83689107L, 22799951L]"
83689275,"[83800911L, 85632227L, 85480875L, 83789612L, 84512738L, 84100847L, 83787825L, 79697524L, 80318965L, 83689276L, 105431231L]"
83689276,"[105430050L, 80717412L, 81813449L, 83892811L, 80320173L, 83800910L, 22799953L, 83800918L, 83689275L]"
83689302,"[22799992L, 32954653L]"
83689391,"[33431794L, 33456967L, 83800922L, 83800914L]"
83689619,"[84274081L, 84273953L, 33456967L, 80319243L, 33431801L]"
83689620,"[83800913L, 83800914L, 33431801L, 22799951L]"
83689713,"[83689714L, 83809043L, 81140535L]"
83689715,"[32954656L, 83689714L]"
83689877,"[83690608L, 83800911L]"
83689878,"[83690609L, 81086279L]"
83689901,"[80343075L, 81086279L]"
83690608,"[83690609L, 83689877L]"
83690609,"[83690608L, 105255750L, 83689878L]"
83690611,"[81813448L, 83690613L]"
83785675,"[33432105L, 33432085L, 32954774L, 32954716L, 32954719L]"
83787060,"[22799992L]"
83787825,"[32954656L, 85553383L, 85480875L, 83789613L, 81140535L, 83689275L]"
83789612,"[32954656L, 85553380L, 85553383L, 83789613L, 84100847L, 83689275L]"
83789613,"[83787825L, 83789612L]"
83789639,"[83789640L, 22799951L, 83789644L]"
83789640,"[83789639L, 83789644L, 22799951L]"
83789644,"[83789640L, 83980122L, 83789639L]"
83799289,"[83990867L, 83799291L, 83688734L]"
83799291,"[83799289L, 80318970L, 83799292L, 83990867L]"
83799292,"[80318976L, 80318970L, 83799291L, 84512738L]"
83800739,"[128625056L, 138690689L, 138684426L, 22799985L, 138684850L, 83800922L]"
83800910,"[81813448L, 81813449L, 83689276L]"
83800911,"[80318976L, 83995265L, 81093130L, 83892620L, 83892623L, 83689107L, 83689877L, 32954774L, 83892637L, 32954656L, 80343073L, 80343075L, 33432105L, 85480874L, 85480875L, 83806365L, 84644278L, 80716984L, 83689275L, 83800912L, 22799953L, 80342127L]"
83800912,"[22799992L, 32954774L, 42415934L, 83800911L]"
83800913,"[32954720L, 83689620L, 33432094L, 32954774L]"
83800914,"[33456967L, 83689391L, 83689620L, 33431801L, 83800922L, 22799951L]"
83800915,"[79696975L, 79793754L, 84273708L, 84727247L]"
83800916,"[83892648L, 83688585L, 22799953L, 79696982L, 79696983L, 79793755L]"
83800918,"[22799953L, 83688579L, 83689276L, 84652153L]"
83800920,"[128625056L, 80319173L, 138684423L, 80319175L, 83800921L]"
83800921,"[80319173L, 80319175L, 33432010L, 84273675L, 80319245L, 84273684L, 80318966L, 83800920L, 32954651L]"
83800922,"[33431777L, 83800739L, 33431812L, 33456967L, 83689391L, 22799985L, 83800914L, 33456956L]"
83805332,"[83689107L]"
83806365,"[83800911L]"
83809043,"[83689713L, 81140535L]"
83810690,"[33432010L, 32954651L]"
83810726,"[]"
83812274,"[32954939L]"
83812275,"[32954939L]"
83812433,"[80319849L, 22799947L, 22799948L, 28416144L, 83812435L]"
83812434,"[28440872L, 28416144L, 80320283L, 80320285L]"
83812435,"[139882019L, 139882020L, 139882023L, 139882024L, 80319849L, 138690698L, 22799948L, 83812433L, 138690677L, 138685369L, 122100031L]"
83892407,"[81093128L, 80318965L, 80318966L, 83688735L]"
83892439,"[81093129L, 84273708L, 83892623L, 83892624L, 32954685L]"
83892440,"[81093128L, 83892624L, 84112113L, 80318966L, 84112030L]"
83892620,"[83800911L]"
83892623,"[81093129L, 83892439L, 83800911L]"
83892624,"[81093128L, 84273708L, 83892439L, 83892440L, 32954685L]"
83892637,"[81093130L, 83800911L]"
83892648,"[83892649L, 83688586L, 83800916L, 80342198L, 23426857L, 83688585L, 79793755L]"
83892649,"[24691208L, 79696976L, 83892648L, 22799956L, 79696981L, 80342198L, 84652153L]"
83892761,"[81813448L, 80320305L]"
83892762,"[81813448L, 80320305L]"
83892811,"[83689276L]"
83979946,"[83980122L, 83990422L, 83990423L]"
83980122,"[85379555L, 33431916L, 83979946L, 83789644L, 80318971L, 80318974L]"
83990422,"[83990424L, 83979946L, 83990423L]"
83990423,"[83990424L, 83979946L, 83990422L]"
83990424,"[32954897L, 83990422L, 83990423L]"
83990867,"[83799289L, 83799291L, 83990868L, 84512738L]"
83990868,"[83990867L, 83688735L]"
83995200,"[84335917L, 83688734L]"
83995265,"[83800911L, 81140535L]"
84087385,"[42366150L]"
84087386,"[84087420L, 42454222L]"
84087387,"[84087402L]"
84087389,"[30748354L, 84087395L, 42454222L]"
84087391,"[84515244L, 42366150L]"
84087392,"[84087409L, 84087402L]"
84087393,"[84087402L]"
84087394,"[30748377L, 84087414L]"
84087395,"[30748354L, 84087389L]"
84087396,"[47502828L, 84087418L, 121781862L]"
84087397,"[47504103L]"
84087398,"[47504727L]"
84087399,"[84087413L, 47503005L]"
84087400,"[42399296L, 42399332L, 121653896L, 84087569L, 42399306L, 84087404L, 84087566L, 47502736L, 47502760L, 42943381L, 84515032L, 84381721L]"
84087401,"[84087416L, 47503005L]"
84087402,"[84087392L, 84087409L, 84087387L, 84087393L]"
84087403,"[42943396L, 84515026L, 121653880L, 121653915L, 121653916L]"
84087404,"[84087400L, 139339329L]"
84087406,"[30748354L]"
84087407,"[47504727L, 84087419L]"
84087408,"[84515030L, 47504103L]"
84087409,"[84087392L, 84087402L]"
84087410,"[30748354L, 121653882L]"
84087412,"[47504727L]"
84087413,"[84087399L, 47503005L]"
84087414,"[84087394L, 121653892L, 42454222L, 29277076L, 121653882L]"
84087416,"[84087401L, 47503005L]"
84087417,"[84381715L, 47504727L]"
84087418,"[84087396L, 84381703L]"
84087419,"[84087407L, 47504727L]"
84087420,"[84087386L, 84087566L]"
84087565,"[84087569L, 84087566L]"
84087566,"[84087400L, 84087565L, 84087568L, 84087569L, 84087570L, 84087420L]"
84087568,"[84087566L]"
84087569,"[84087400L, 84087565L, 84087566L, 84515025L]"
84087570,"[84087572L, 84087566L]"
84087571,"[42366757L]"
84087572,"[84087570L]"
84100847,"[83689275L, 83789612L]"
84110345,"[84110348L, 84110349L, 84112030L]"
84110348,"[84110345L, 80318966L]"
84110349,"[84110345L, 32954651L]"
84112026,"[32954651L, 84112108L]"
84112030,"[83892440L, 84110345L]"
84112108,"[84112113L, 84112026L]"
84112113,"[83892440L, 84112108L]"
84112802,"[33432010L, 80319245L]"
84273675,"[83800921L, 84273676L]"
84273676,"[84273675L, 33432006L]"
84273684,"[83800921L, 33432006L]"
84273708,"[79696975L, 83892624L, 83800915L, 83892439L, 32954685L]"
84273823,"[84273935L]"
84273824,"[84273938L, 84273935L, 84273943L]"
84273825,"[84274102L, 84273935L]"
84273935,"[84273824L, 84273825L, 33456967L, 84273823L]"
84273938,"[84273824L, 33457009L, 84273940L, 84273943L]"
84273940,"[84273938L, 84273943L]"
84273943,"[84273824L, 33457009L, 84273938L, 84273940L]"
84273953,"[83689619L, 33432006L]"
84273954,"[80319240L, 33431801L, 84273966L]"
84273966,"[84273954L, 84273967L]"
84273967,"[80318968L, 80318971L, 80716980L, 84273966L]"
84274081,"[84274082L, 83689619L, 33431801L]"
84274082,"[84274081L, 84274102L, 33431830L, 33431799L]"
84274102,"[84273825L, 84274082L, 33431830L, 33431799L]"
84335742,"[127590706L, 84335782L]"
84335748,"[84335772L, 89351141L]"
84335752,"[52440889L, 84335800L, 89369816L]"
84335772,"[84335787L, 84335748L]"
84335776,"[127590627L, 84335813L]"
84335782,"[24798434L, 84335742L]"
84335785,"[127699366L, 127699377L]"
84335787,"[84335772L, 89351164L]"
84335797,"[127699376L, 127699377L]"
84335800,"[127699377L, 84335752L, 52440889L]"
84335806,"[84335773L, 68313925L]"
84335809,"[52440890L, 84335812L, 89351189L]"
84335812,"[84335809L]"
84335813,"[84335776L, 127590704L]"
84335917,"[80716984L, 83995200L]"
84345262,"[24798467L, 26210484L, 84345293L, 24798447L]"
84345273,"[127702002L, 127701993L, 127702009L]"
84345285,"[127699337L, 84345331L]"
84345293,"[24798467L, 84345318L, 84345262L, 89370648L, 89370649L]"
84345318,"[127702002L, 128012603L, 84345293L]"
84345322,"[51780484L, 127590629L]"
84345331,"[127699322L, 84345285L]"
84351590,"[]"
84351595,"[]"
84351596,"[]"
84355036,"[84355097L, 84355060L]"
84355039,"[84355105L]"
84355045,"[84355097L, 84355060L]"
84355048,"[48044036L, 127697054L, 84355070L, 84355055L]"
84355052,"[127697037L, 84355086L]"
84355055,"[84355105L, 48044036L, 48044039L, 84355048L, 127697054L, 84355067L, 84355070L]"
84355060,"[84355036L, 84355083L, 84355045L, 84355067L]"
84355067,"[84355097L, 84355060L, 84355055L]"
84355070,"[84355080L, 127697054L, 84355055L, 84355048L, 47572254L, 127697045L]"
84355075,"[139502707L, 84355101L]"
84355080,"[47572413L, 84355070L, 47572254L, 127697054L]"
84355083,"[84355097L, 84355060L]"
84355086,"[127703205L, 84355052L, 47572045L, 33506580L, 48042041L, 127697050L, 139502715L, 47571996L, 48041789L]"
84355097,"[84355083L, 84355067L, 84355036L, 84355045L]"
84355101,"[48044048L, 84355075L, 127697046L]"
84355105,"[84355039L, 84355055L]"
84356595,"[127699364L]"
84356598,"[127699362L]"
84359880,"[]"
84359881,"[]"
84360339,"[]"
84381698,"[42366757L]"
84381699,"[139339320L, 139339329L]"
84381703,"[109497828L, 84385319L, 77306313L, 128009725L, 121803025L, 84381714L, 47503991L, 30748536L, 77305476L, 84087418L, 84381722L, 139339327L]"
84381704,"[139339328L, 139339329L]"
84381705,"[42366683L, 29422181L]"
84381708,"[121781859L, 121781863L]"
84381713,"[47503014L]"
84381714,"[29277038L, 84381703L]"
84381715,"[84087417L, 47504727L]"
84381719,"[47503014L]"
84381721,"[29276912L, 84087400L]"
84381722,"[29422181L, 84381703L]"
84381728,"[139339329L, 84385325L, 29422181L]"
84385317,"[]"
84385319,"[84385323L, 84381703L]"
84385323,"[29422181L, 84385319L]"
84385325,"[84381728L]"
84512738,"[83689275L, 83990867L, 83799292L, 80318965L]"
84514201,"[84514232L]"
84514227,"[120788298L, 121061743L, 84514230L, 84514232L, 84514233L, 120788283L]"
84514228,"[47519129L, 105149571L]"
84514229,"[121062647L, 121061748L, 84514230L, 121061749L]"
