"id","ways_index"
27031267,"[30212568L, 127464497L]"
27032704,"[26288890L, 27032707L, 27032711L]"
27032707,"[27032704L, 42491086L, 27035535L, 27032725L, 27032726L]"
27032711,"[27032704L, 27032712L, 26288890L]"
27032712,"[27032714L, 27032711L]"
27032714,"[27032712L, 27035549L]"
27032716,"[27032723L, 26288493L]"
27032723,"[27032716L, 26288891L]"
27032725,"[27032729L, 27032707L]"
27032726,"[27032728L, 27032707L]"
27032728,"[60500709L, 60500519L, 60500682L, 60500559L, 42725520L, 29222357L, 27032726L, 60500537L]"
27032729,"[27032732L, 27032725L, 60500593L]"
27032732,"[42725507L, 30025192L, 42491022L, 42491023L, 60500593L, 27032729L, 22799387L, 27032735L]"
27032735,"[42454658L, 42725507L, 60500646L, 60500714L, 42491086L, 117707508L, 27035543L, 27032732L]"
27032739,"[]"
27035535,"[27035536L, 60500714L, 27032707L]"
27035536,"[60500714L, 27035535L, 27035543L]"
27035543,"[27035536L, 27032735L]"
27035549,"[27032714L, 30546210L, 30546493L]"
27035553,"[27035556L, 128248641L, 30878280L, 30878263L, 128248666L]"
27035556,"[27035553L, 27054413L]"
27035559,"[47576349L, 102976599L, 47576348L, 27054413L]"
27035562,"[27035655L, 27035592L, 27035563L, 27035666L, 47576349L]"
27035563,"[42747200L, 27035562L, 47576349L]"
27035564,"[52734253L, 27035565L]"
27035565,"[27035569L, 27035564L, 50635983L]"
27035569,"[27035585L, 27035590L, 27035565L, 27035666L, 27035677L]"
27035573,"[27035668L]"
27035585,"[50635956L, 27035677L, 50635942L, 27035569L]"
27035588,"[27035592L, 27035666L, 27035590L, 27035671L]"
27035590,"[27035569L, 27035666L, 27035588L, 27035671L]"
27035592,"[27035562L, 27035588L, 27035666L]"
27035596,"[27035666L, 27035597L]"
27035597,"[27035608L, 27035601L, 27035627L, 27035596L]"
27035601,"[27035666L, 27035627L, 27035597L]"
27035608,"[27035597L]"
27035627,"[27035601L, 27035597L]"
27035655,"[42747200L, 27035562L, 47576209L, 47576118L, 27035674L]"
27035666,"[77966304L, 77966305L, 77966307L, 27035588L, 77966310L, 27035590L, 27035601L, 27035592L, 27035562L, 27035596L, 77966318L, 27035569L, 77966331L]"
27035668,"[27035573L, 27035670L]"
27035670,"[27035668L, 27035671L]"
27035671,"[27035588L, 27035590L, 27035670L]"
27035674,"[27035677L, 27035655L]"
27035677,"[42747200L, 27035585L, 113811661L, 27035569L, 27035674L]"
27054397,"[32870899L, 42720236L, 47576118L, 113968277L]"
27054398,"[32870899L, 30878197L]"
27054399,"[27054400L, 27054412L, 30878189L, 30878224L, 32870899L]"
27054400,"[27054402L, 27054412L, 27054399L]"
27054401,"[27054402L, 27054404L, 27054407L]"
27054402,"[29222368L, 27054400L, 27054404L, 27054401L, 42416248L]"
27054404,"[27054401L, 27054402L, 27054405L]"
27054405,"[30243008L, 30242884L, 42725638L, 114637127L, 117958664L, 29179599L, 31893496L, 42416338L, 107011027L, 107011192L, 42725656L, 27054404L, 29484730L, 27065915L, 30042461L]"
27054406,"[30878220L, 47501678L]"
27054407,"[27054408L, 27054401L, 32870899L]"
27054408,"[47501772L, 27054407L]"
27054411,"[30878227L, 5168986L, 30878197L]"
27054412,"[27054400L, 30878128L, 107011153L, 113968279L, 30878138L, 27054399L, 107011135L]"
27054413,"[44757520L, 27035556L, 47501678L, 27035559L]"
27065915,"[27054405L, 29179382L]"
27065922,"[27081674L, 26679374L]"
27065929,"[121399210L, 26679367L]"
27081673,"[4822362L, 26679367L]"
27081674,"[26679371L, 27081675L, 27065922L, 21691070L]"
27081675,"[27081674L, 55885566L]"
27081682,"[42354887L, 42353706L, 42354892L, 42353518L, 26320977L, 22067155L]"
27081684,"[121510243L, 27081700L, 119617637L, 27081703L, 121510282L, 121510237L, 26679345L, 4948186L, 121100443L, 121100444L, 27081693L]"
27081693,"[121510243L, 27081700L, 119617637L, 121510246L, 27081703L, 26679345L, 27081684L, 121510229L, 121510234L, 121100443L, 121100444L]"
27081700,"[27081684L, 27081701L, 27081693L]"
27081701,"[27081700L, 48051223L]"
27081703,"[26679342L, 121510237L, 121510224L, 121510226L, 27081684L, 121510231L, 121510234L, 27081693L]"
27081704,"[121510226L]"
27083778,"[71190501L, 27083787L, 27083791L, 27209712L, 27209714L, 40745171L]"
27083780,"[26413649L, 26413661L]"
27083782,"[22800010L]"
27083783,"[22800010L]"
27083787,"[27083778L, 22800007L, 22800010L, 27209711L, 128620785L, 27083826L, 27083795L, 27083797L, 27083800L, 27083799L, 22067192L, 27083791L, 128620789L]"
27083791,"[27083778L, 128620739L, 27083825L, 22800012L, 27083787L, 47608460L, 128620785L, 27083794L, 27083795L, 128620789L, 22800007L, 27083799L, 27083800L, 27209722L]"
27083794,"[50625377L, 26953570L, 25214181L, 27083791L, 27083795L, 26139161L]"
27083795,"[27083787L, 27083791L, 128620785L, 27083794L, 22067192L]"
27083797,"[27083787L, 47606729L, 138589995L, 27083799L, 138674460L, 128620789L]"
27083799,"[128620739L, 27083787L, 27083791L, 128620789L, 27083797L]"
27083800,"[27083787L, 27083791L, 27083802L, 27083803L, 121703386L]"
27083801,"[42367748L, 121703401L, 128883565L, 128883537L, 128883583L]"
27083802,"[24804898L, 107137435L, 42367214L, 40364945L, 40364947L, 119616725L, 119616726L, 27083800L, 27083803L, 121703386L]"
27083803,"[47520065L, 44774851L, 44774852L, 47607798L, 27083800L, 27083802L, 121703386L, 27083807L]"
27083807,"[27083818L, 27083803L]"
27083818,"[27083819L, 27083807L]"
27083819,"[40364937L, 27083818L, 27083821L, 40364942L, 40364923L, 119616735L]"
27083821,"[27083819L]"
27083825,"[27083791L]"
27083826,"[27083787L, 27209711L]"
27083828,"[26239727L]"
27083831,"[26240703L, 27083835L, 26239695L]"
27083833,"[26240703L]"
27083835,"[25895792L, 26239781L, 26330062L, 26328111L, 26328112L, 26328113L, 26152115L, 26240718L, 27083831L, 26239772L, 26239727L]"
27209711,"[27209712L, 27209714L, 27083787L, 27083826L]"
27209712,"[25895792L, 27209714L, 27083778L, 27209711L]"
27209714,"[27209712L, 27083778L, 71190501L, 27209711L, 25895792L]"
27209719,"[40367328L, 26328069L, 22800007L, 139542967L, 22800022L, 25873850L, 22800031L]"
27209722,"[50625376L, 26139161L, 25214181L, 27083791L]"
27209724,"[26139161L, 27209726L]"
27209726,"[27209724L]"
27261992,"[41656962L, 22759931L, 42362894L]"
27262001,"[42362954L, 8867282L, 121399221L]"
27262016,"[41656946L, 22759931L, 42362954L]"
27262025,"[121399221L, 42362895L]"
27262137,"[121399396L, 121399204L, 27262196L]"
27262196,"[27262137L, 5169058L]"
27262211,"[]"
27262222,"[121399361L]"
27265184,"[27265186L, 106620120L, 122348828L, 42943256L, 121991960L, 121991961L, 21654620L]"
27265186,"[27265184L, 30064844L, 30064848L, 106620120L, 42943256L]"
27265187,"[136702242L, 30064844L, 42411722L]"
27274373,"[29293345L, 59217044L, 42371203L, 24804554L, 59217145L, 33612453L, 59217107L, 107125044L, 30752919L, 59217112L, 42748057L, 42710138L, 42710139L, 59217149L, 33611941L, 59217023L]"
27349341,"[23285440L, 23122311L, 29130120L, 27349550L, 29129683L, 29129846L, 30051577L, 42500668L, 27349566L]"
27349365,"[27997413L, 23114181L, 27997393L, 23443316L, 27997430L, 23285435L, 23122367L, 23104293L]"
27349407,"[27349440L, 23239887L, 27349424L, 29129683L, 23167991L, 30051901L]"
27349424,"[29129729L, 30047653L, 23239887L, 42500660L, 30048379L, 29130013L, 27349566L, 27349407L]"
27349439,"[27349440L, 58648065L, 58648198L, 58648200L, 47579182L, 47578993L, 58648058L]"
27349440,"[27349439L, 27349407L]"
27349465,"[29129947L, 47620283L, 47621022L]"
27349550,"[23122305L, 30047653L, 29129800L, 29129739L, 42500632L, 42500668L, 27349341L, 42500702L]"
27349565,"[58695273L, 27349567L, 27349566L, 30047653L]"
27349566,"[30047653L, 27349565L, 27349424L, 42500668L, 27349341L]"
27349567,"[117083234L, 117083235L, 122705349L, 117083238L, 117083239L, 58695273L, 117083242L, 117083241L, 117083228L, 27349565L]"
27527355,"[27997413L, 30051754L, 27997393L, 23443316L, 27997430L, 23167991L, 23285436L]"
27527404,"[30051840L, 23215394L, 30052967L, 30051754L, 23133394L]"
27572729,"[26812139L, 139339317L, 121657045L, 42399576L, 42399036L, 42399103L]"
27572738,"[40674435L, 122090120L, 60110738L, 42399576L, 24447770L]"
27945353,"[114108358L, 42398506L, 114108334L, 25446415L, 42398512L, 29235161L, 32594169L, 42398714L]"
27997355,"[23239887L, 30051901L, 23272304L, 23443315L, 27997371L, 27997373L]"
27997369,"[23145954L, 27997371L, 23443314L, 27997430L]"
27997371,"[27997369L, 23443315L, 27997355L, 27997430L]"
27997373,"[23443315L, 27997355L]"
27997393,"[30047653L, 23122311L, 23285391L, 27349365L, 23122328L, 27527355L, 23285436L]"
27997405,"[23239887L, 29129683L, 23443316L, 30051901L, 23285436L]"
27997413,"[27527355L, 47579848L, 29252622L, 23239887L, 23272304L, 23443316L, 27349365L, 23443311L, 23285436L, 30051901L, 23104293L]"
27997429,"[23167988L, 27997430L, 23239887L]"
27997430,"[23443311L, 23114181L, 27349365L, 30051754L, 27527355L, 29252622L, 23239887L, 23272304L, 23167985L, 27997429L, 27997369L, 27997371L, 30051901L, 23122367L, 23190559L]"
28416144,"[22799947L, 83812433L, 83812434L, 22799992L, 80320283L]"
28416147,"[138690696L, 138690698L, 138690677L, 138690684L, 33455775L]"
28440852,"[128690897L, 121988943L, 122345933L, 5169015L]"
28440872,"[121901003L, 22799947L, 22799948L, 121657041L, 83812434L, 22799992L, 80320285L]"
28508126,"[91003892L, 28508127L]"
28508127,"[139822649L, 139822644L, 139822645L, 28508126L]"
28607910,"[95513238L, 58422319L]"
28607965,"[70120064L, 95513227L]"
28926993,"[25761584L, 11315378L, 5218035L, 60121486L]"
28927099,"[8860940L, 23426606L, 23892439L]"
28927144,"[33616140L, 5135877L, 33616126L]"
28927172,"[24476386L, 24476207L, 11313842L, 24476339L, 24476375L]"
28927207,"[29201729L, 30042821L, 22801405L]"
28927280,"[33681292L, 29316221L]"
28927333,"[105154032L, 25354074L, 25583827L, 105154006L]"
28947680,"[59217076L, 33612453L, 30834118L]"
28947684,"[59198221L, 33612559L, 30749201L, 59198100L, 33612467L, 59198124L, 30802991L, 30749235L, 30766068L, 30803138L, 30803139L, 30803142L, 30803143L, 107125065L, 59198156L, 30803149L, 30803151L, 30803158L, 30803031L, 59198172L, 30766074L, 39321822L, 30765791L, 30680679L, 30766056L, 42675693L, 128491120L, 30766065L, 30803060L, 30766069L, 30765818L, 30680703L]"
28947752,"[59210688L, 26295307L, 59210692L, 22797961L, 28947754L, 22797963L, 26295292L, 117709103L, 59210777L, 59210780L]"
28947754,"[59210688L, 59210753L, 26295556L, 29293541L, 59210758L, 28947752L, 59210863L, 59210870L, 59210777L, 59210724L, 91003902L]"
28947763,"[22797955L, 22797957L, 105063687L, 22797961L, 22797963L, 59210774L, 127464697L, 55886586L, 127464699L, 127464700L]"
28947785,"[104131032L, 33613296L, 28947800L]"
28947787,"[26403777L, 26403779L, 60495750L, 60495752L, 121980172L, 28947800L, 28947794L, 104131032L, 60495833L]"
28947794,"[121907232L, 26403779L, 60495784L, 28947787L, 60495737L, 107135868L]"
28947797,"[60495797L, 107133817L, 60495814L, 107135871L]"
28947800,"[28947785L, 28947787L, 60495826L, 26403675L, 26403775L]"
28947814,"[28947816L, 128949609L, 116558770L, 28947822L, 33617234L, 25006941L]"
28947816,"[28947814L, 128949609L, 28947822L, 29315535L, 29309233L, 36945942L, 28947817L, 25006941L, 42345215L]"
28947817,"[28947816L, 42346735L, 33617271L]"
28947818,"[30888192L, 29309227L, 28947822L, 28947825L, 28947826L, 28947831L, 30768347L, 25006935L]"
28947822,"[30888192L, 28947814L, 28947816L, 128949609L, 28947818L, 25006935L, 25006941L]"
28947825,"[28947818L, 28947830L]"
28947826,"[28947818L, 5217964L, 28947830L]"
28947830,"[28947825L, 28947826L, 28947831L]"
28947831,"[28947818L, 28947830L]"
28947838,"[29262992L, 55887590L, 60495847L, 29262922L, 60121484L, 29262960L, 29262968L]"
29129683,"[29129729L, 30047653L, 23122305L, 29129800L, 29252622L, 27349341L, 42500632L, 30048379L, 23285407L, 27997405L, 42500702L, 27349407L]"
29129729,"[29129739L, 29129683L, 27349424L, 30051487L]"
29129739,"[29129729L, 27349550L]"
29129800,"[29129683L, 29129846L, 27349550L]"
29129846,"[23122305L, 30047653L, 29129800L, 42500632L, 42500668L, 27349341L, 42500702L]"
29129941,"[42500660L, 42500632L, 23285396L, 42500668L, 29130013L, 47620213L]"
29129947,"[27349465L, 47620283L, 47620213L]"
29130013,"[58695273L, 27349424L, 42500660L, 29129941L, 42500631L, 42500632L, 58688603L, 42500668L, 47620213L]"
29130120,"[23122305L, 30047653L, 23285396L, 42500632L, 30051577L, 42500668L, 27349341L, 29130142L]"
29130142,"[29130120L, 42500668L]"
29130238,"[29130240L, 29130244L]"
29130240,"[23285396L, 29130238L, 42500702L]"
29130244,"[47621393L, 47620270L, 29130238L, 47620262L]"
29130317,"[23145954L, 23215403L, 23311468L, 23133394L, 23145917L]"
29130335,"[23145954L, 23311468L, 23239887L, 29130428L, 30051901L]"
29130375,"[29130428L, 23239887L, 23311468L, 30051901L]"
29130428,"[23133394L, 29130375L, 29130446L, 29130335L]"
29130446,"[23133394L, 29130451L, 29130428L, 42746867L]"
29130451,"[23133394L, 29130446L]"
29131077,"[42746924L, 50636596L, 42746887L]"
29131107,"[29309168L, 42746890L, 42746925L, 121907223L]"
29131166,"[50636608L, 42746926L, 50636661L, 47577567L]"
29131171,"[42746905L, 47867796L, 47577569L]"
29131309,"[29131376L, 42746993L, 42747043L]"
29131321,"[42747010L, 29131379L, 47576116L, 50636033L]"
29131376,"[47576113L, 50636031L, 29131309L, 42747119L]"
29131379,"[42747120L, 29131321L, 32871339L, 42747214L]"
29131417,"[42747122L, 114626357L]"
29131419,"[42747121L, 114626354L, 50635956L]"
29131504,"[29179659L, 50635694L, 50635607L, 50635677L, 29179839L]"
29131520,"[115951269L, 50825713L, 29180238L, 132752209L, 132752181L]"
29131540,"[29131548L, 50635627L, 42747221L]"
29131542,"[50635610L, 29131547L, 42747223L]"
29131547,"[50635635L, 40745413L, 29131542L]"
29131548,"[50635800L, 40745412L, 29131540L]"
29131640,"[42372386L, 40745415L, 50635597L, 29131641L, 42372317L]"
29131641,"[29131640L, 42372386L, 42490718L]"
29131642,"[29131644L, 42372430L, 40745414L]"
29131644,"[42490720L, 29131642L, 42372450L]"
29131804,"[29131805L, 29235613L, 47574102L, 29135781L]"
29131805,"[29135960L, 29131804L, 47574029L]"
29131829,"[47574640L, 47574777L, 42499074L, 29136296L]"
29131830,"[29136012L, 47574077L, 29235615L]"
29131831,"[47573856L, 127017992L, 47573615L, 47573744L, 29235823L, 47573628L]"
29135437,"[51997674L, 29135483L, 29235615L]"
29135445,"[29135801L, 51997674L, 47573959L]"
29135483,"[29135801L, 29135795L, 29135437L]"
29135490,"[29135795L, 29235613L, 29135781L]"
29135781,"[29135490L, 29135795L, 29131804L]"
29135795,"[29135801L, 29135490L, 29135483L, 29135781L]"
29135801,"[29135483L, 29135445L, 29135795L]"
29135960,"[47574183L, 29131805L, 29136270L, 47574189L]"
29136012,"[29136296L, 47574060L, 29131830L, 47574009L, 47574011L]"
29136270,"[29135960L, 47574648L, 29237368L, 47574782L]"
29136296,"[47574560L, 29136012L, 29131829L, 47574526L]"
29140514,"[31557564L, 31557562L]"
29140538,"[60051360L, 120495329L, 72631490L, 32920675L, 84718472L, 60500064L, 24790442L, 23892336L, 23892340L, 33545269L, 107948696L, 128976666L, 16266682L, 107948703L]"
29142010,"[42987172L, 127017954L]"
29142174,"[127017982L, 127017981L]"
29142182,"[127017848L, 127017793L, 47573699L, 47573681L]"
29142193,"[127017978L, 127017951L]"
29142203,"[127017844L, 42987173L]"
29142261,"[127017994L, 47573566L]"
29149759,"[42746704L, 29150499L]"
29149884,"[29150499L, 29150431L]"
29149957,"[29149994L, 127031015L, 127031111L]"
29149994,"[29150593L, 29149957L]"
29150040,"[29150552L, 29150143L, 127024918L, 115494687L]"
29150141,"[23024001L, 29150143L]"
29150143,"[29150040L, 29150141L]"
29150212,"[23024001L, 29151634L, 29151901L]"
29150259,"[42746714L, 29150411L, 29151286L]"
29150411,"[29150259L, 29150431L]"
29150431,"[29150411L, 29149884L, 127024918L]"
29150472,"[42746714L, 30880188L, 29150586L]"
29150497,"[29150499L, 127031111L]"
29150499,"[29150497L, 29149884L, 29149759L]"
29150552,"[29150040L, 127031027L]"
29150586,"[29150472L, 29150593L, 127031027L]"
29150593,"[29149994L, 29150586L]"
29151286,"[29151912L, 42746714L, 29150259L]"
29151508,"[127017827L, 127017798L, 29156105L, 127017836L, 127017842L, 29151735L, 127017817L, 29156155L]"
29151527,"[29171266L, 42365823L, 29152117L]"
29151634,"[29150212L, 29151831L]"
29151715,"[127017914L, 127017982L, 127017886L]"
29151728,"[127017914L, 127017901L]"
29151735,"[29151508L, 127017901L]"
29151831,"[29151634L, 127017901L]"
29151901,"[29150212L, 29151943L]"
29151912,"[29151948L, 29151286L, 127017919L]"
29151943,"[92623045L, 76966759L, 29156204L, 42746765L, 92623066L, 29151901L]"
29151948,"[42746760L, 29151912L, 29156151L]"
29152117,"[33615462L, 29151527L, 33615660L, 29171312L, 33615730L]"
29152142,"[29171304L, 33615461L, 22801743L]"
29155926,"[42746760L, 92623069L]"
29156017,"[29156162L, 127017982L]"
29156105,"[29156180L, 29151508L, 29156129L]"
29156129,"[29156105L, 29156197L]"
29156151,"[29156155L, 29151948L]"
29156155,"[29151508L, 29156151L]"
29156162,"[29156017L, 29156180L]"
29156180,"[127017796L, 29156105L, 29156162L]"
29156197,"[29156129L, 29156204L]"
29156204,"[127017905L, 29156197L, 29151943L]"
29156241,"[42746760L, 127017811L]"
29171210,"[26391288L, 29380252L, 30052578L, 26391958L]"
29171221,"[29171228L, 26391564L]"
29171223,"[5168954L, 29171227L]"
29171227,"[29315153L, 29171223L]"
29171228,"[29171274L, 29171221L, 29171374L]"
29171252,"[29171288L, 33615461L]"
29171266,"[29171303L, 29151527L]"
29171274,"[29171276L, 29171228L, 29171353L]"
29171276,"[29171384L, 29171274L]"
29171282,"[29171331L, 5168950L]"
29171285,"[29171288L, 29171295L]"
29171288,"[29171290L, 29171252L, 29171285L]"
29171290,"[29171288L, 29171339L]"
29171295,"[29171347L, 29171285L]"
29171303,"[29171266L, 29171306L]"
29171304,"[29171380L, 29152142L]"
29171305,"[29171336L, 29171306L]"
29171306,"[29171305L, 29171303L]"
29171310,"[29171312L, 29171321L, 29171332L]"
29171312,"[29152117L, 29171310L]"
29171321,"[29171354L, 29171310L]"
29171330,"[42345224L, 29314967L]"
29171331,"[29171282L, 29171332L]"
29171332,"[29171331L, 29171310L]"
29171336,"[29171305L, 29171339L, 29171337L]"
29171337,"[29171336L, 29171339L, 29171375L]"
29171339,"[29171336L, 29171337L, 29171290L, 22801702L]"
29171346,"[29171347L, 5168950L]"
29171347,"[29171346L, 29171372L, 29171295L]"
29171353,"[29171274L, 29171354L]"
29171354,"[29171353L, 29171321L]"
29171372,"[29171347L, 29171373L]"
29171373,"[29315153L, 29171372L]"
29171374,"[29171228L, 29171375L]"
29171375,"[29171337L, 29171374L]"
29171380,"[29171384L, 29171304L]"
29171384,"[29171380L, 29171276L]"
29171387,"[29171392L, 29314967L, 22801743L, 29315535L, 33617271L]"
29171390,"[29171392L, 42365853L, 29314967L]"
29171392,"[29171387L, 29171390L]"
29171418,"[42345248L, 42345315L, 33615431L, 29309229L, 29171445L, 29171419L, 127017788L]"
29171419,"[29171418L, 25006935L]"
29171445,"[29171418L, 42345234L, 29171447L]"
29171447,"[29171448L, 29171445L]"
29171448,"[33615559L, 42713098L, 33615638L, 29171447L, 33615646L]"
29171482,"[26403673L, 29171522L, 42674366L]"
29171521,"[29171522L, 30887845L, 104129576L, 59221323L, 33613453L, 33613455L, 22797972L, 103505917L]"
29171522,"[29171521L, 29171482L, 103505917L]"
29171633,"[59217120L, 30887527L, 59217159L, 42674092L, 104129598L]"
29171637,"[42674092L, 30803431L, 33071300L, 33611837L]"
29178832,"[29178841L, 25775108L]"
29178834,"[29178841L, 29178837L]"
29178837,"[29178840L, 29178834L]"
29178838,"[29178841L]"
29178840,"[49199952L, 29178844L, 29178837L, 49199953L]"
29178841,"[29178832L, 29178834L, 29178838L]"
29178844,"[58093698L, 71497450L, 71497452L, 49199952L, 49199953L, 29178840L, 29178845L]"
29178845,"[52279524L, 25051225L, 29178844L, 52279548L]"
29178847,"[25004595L, 25419724L]"
29178848,"[29178849L, 25004593L]"
29178849,"[29178848L, 25004595L, 25419724L]"
29179104,"[29179113L, 121651117L]"
29179113,"[29179104L, 29179380L, 121651221L]"
29179367,"[30242914L, 29179382L, 5169047L]"
29179369,"[30878179L, 30878213L, 29179380L, 30243177L, 30243068L]"
29179380,"[30242800L, 29179113L, 29179369L]"
29179382,"[27065915L, 121651220L, 29179367L]"
29179496,"[47498680L, 127468255L, 22799223L]"
29179500,"[30242812L, 29179634L, 29179671L]"
29179517,"[29179537L, 29179636L]"
29179518,"[47498680L, 127468265L, 29179534L]"
29179534,"[29179518L, 22799191L]"
29179537,"[127468282L, 127468284L, 29179517L, 47498705L]"
29179553,"[33803488L, 117958663L, 89570346L, 114637127L, 56453292L, 56453293L, 56453295L, 30042461L]"
29179599,"[30242884L, 27054405L, 56453293L, 47499181L, 31893461L]"
29179633,"[29179660L, 29179637L, 30242982L]"
29179634,"[29179636L, 29179500L]"
29179636,"[29179634L, 29179517L]"
29179637,"[29179633L, 22799191L]"
29179659,"[30242792L, 29131504L, 29179660L]"
29179660,"[29179633L, 30243058L, 29179659L]"
29179669,"[29179848L, 30242916L, 29179671L]"
29179671,"[29179500L, 29179669L]"
29179685,"[26064296L, 29179688L, 34495895L]"
29179686,"[26064296L, 26064228L, 26064189L]"
29179688,"[25429585L, 29179685L, 29179689L]"
29179689,"[29179688L, 25429585L, 34624999L]"
29179835,"[42747352L, 29179837L, 50825487L]"
29179837,"[29179835L, 29179839L]"
29179839,"[29131504L, 29179837L]"
29179844,"[29179846L, 42747351L]"
29179846,"[29179848L, 29179924L, 50635627L, 29179844L]"
29179848,"[50635793L, 50635644L, 29179669L, 29179846L]"
29179924,"[29179846L, 29179927L]"
29179927,"[50635603L, 50635631L, 29179924L, 50635950L]"
29180238,"[29131520L, 31987042L, 31987044L, 31987026L, 132752180L, 31987029L]"
29182549,"[26427979L, 29253214L, 47572982L, 47572997L]"
29182551,"[26428018L, 26427973L, 47572870L, 29253022L]"
29201273,"[121399296L, 121399265L, 128690887L, 128690890L, 121399399L, 55885676L, 60064109L, 121399355L, 55885564L, 128690879L]"
29201277,"[122346048L, 128690885L, 128690891L, 128690892L, 130100495L, 55885554L, 128690878L, 121399358L]"
29201307,"[]"
29201524,"[5218028L, 29201566L]"
29201546,"[29201548L, 5218045L]"
29201548,"[29201546L, 5218029L]"
29201566,"[29201524L, 29201575L]"
29201575,"[33679296L, 29201566L]"
29201729,"[30042823L, 30042821L, 28927207L]"
29201857,"[42709789L, 30042757L]"
29201869,"[30070721L, 42709789L]"
29201953,"[55887584L, 25007013L, 60121478L, 29262922L, 29309205L]"
29204369,"[121653858L, 42398979L, 42943377L, 42398859L, 42398835L, 44354420L, 121653881L, 44354424L, 42398868L]"
29206339,"[51997674L, 29206340L]"
29206340,"[29206339L, 26390470L, 26390601L, 26391787L, 26392014L, 26390652L]"
29206344,"[93467806L, 26390687L]"
29207071,"[29207072L, 43929256L, 43929161L, 43929163L, 43929164L, 43929167L, 43929168L, 43927541L, 43929240L, 43929177L, 43929211L]"
29207072,"[29182843L, 29207071L]"
29207079,"[43929259L, 43929156L, 43929157L, 43929158L, 43929159L, 29207081L]"
29207081,"[29182843L, 29207079L]"
29207086,"[43922683L, 29182811L, 43929175L]"
29207095,"[43929216L, 43929256L, 43927559L, 43929253L]"
29207170,"[24804697L, 42676210L, 30766509L, 30766730L]"
29207286,"[25091600L, 34104243L, 30832700L]"
29207633,"[47615824L, 127464429L, 127464485L]"
29207636,"[47615812L, 127464426L, 47615811L]"
29207638,"[107136933L, 30172646L, 29207664L, 42369013L, 139822686L, 139822685L, 42369598L]"
29207664,"[47615776L, 107136931L, 107136933L, 107136935L, 127464488L, 107136939L, 29207638L, 127464443L, 127464444L, 107136925L, 127464478L]"
29207680,"[29207688L, 30558596L, 30212631L]"
29182811,"[43922683L, 43922698L, 29207086L, 43929205L, 43929206L]"
29207688,"[139822640L, 29207680L]"
29207794,"[117212080L, 58757241L, 58757250L, 58757257L]"
29208163,"[42499074L, 47578094L, 102414518L]"
29222357,"[47502128L, 29222375L, 42725520L, 29222358L, 27032728L]"
29222358,"[29222368L, 128248649L, 128248652L, 29222357L]"
29222364,"[29222368L, 127468286L]"
29222368,"[29222369L, 27054402L, 42416252L, 42416261L, 107011047L, 128248636L, 42416299L, 42416174L, 42416201L, 47502096L, 128248625L, 42416178L, 29222358L, 30878345L, 42416184L, 128248633L, 29222364L, 128248637L]"
29222369,"[29222368L, 29222378L]"
29222375,"[30212557L, 29222357L]"
29222378,"[42416129L, 127464452L, 107011080L, 127464460L, 107011181L, 30212624L, 42724504L, 107011034L, 42719393L, 30878243L, 127464494L, 127464495L, 42719921L, 128248633L, 128248636L, 128248638L, 128248642L, 107011268L, 29222369L, 128248664L, 42724698L, 128248673L, 42724329L, 29222381L, 47618929L, 42719934L, 127464438L, 30212604L, 42724221L]"
29222381,"[29222378L, 30212557L, 128248644L, 128248647L]"
29222394,"[128248643L, 47576399L, 30878256L, 128248665L, 30878365L]"
29222451,"[107011169L, 47577803L, 47577773L, 139822671L, 42719868L]"
29222996,"[136879337L, 51768308L, 51391844L]"
29227826,"[47605780L, 128620739L, 47605548L, 29229214L]"
29228835,"[29228850L, 43976638L]"
29228839,"[29228824L, 29228849L]"
29228849,"[29228851L, 29228839L]"
29228850,"[29228851L, 29228835L]"
29228851,"[29228849L, 29228850L]"
29229119,"[121703396L, 128622929L, 128620786L, 138684148L, 128883578L, 128620796L, 78029373L]"
29229135,"[128620738L, 26953571L]"
29229203,"[114108324L, 128620755L, 114108301L, 114108302L, 128620794L]"
29229214,"[128620793L, 29227826L]"
29235110,"[5169097L, 47502978L, 121781859L]"
29235120,"[121781866L, 33456210L, 121781870L, 29235158L]"
29235126,"[121781870L, 26812130L, 47504774L]"
29235145,"[47504774L, 136512031L]"
29235158,"[29235120L, 47504763L]"
29235161,"[114108358L, 27945353L, 42398507L, 121781869L, 42454222L, 25446417L, 42454291L]"
29235175,"[121988946L, 34319868L, 29235182L]"
29235181,"[136512028L, 29235182L]"
29235182,"[29235181L, 29235175L]"
29235183,"[136511984L, 136512002L, 136511990L, 136512006L, 136512007L, 136512008L, 136512009L, 114108304L, 136511986L, 136512016L, 136512207L, 136512028L, 136512005L]"
29235318,"[22067184L, 24150814L, 116920069L]"
29235322,"[116920072L, 29235323L]"
29235323,"[121399239L, 121399153L, 116920051L, 116920057L, 29235322L]"
29235324,"[116920054L, 116920062L]"
29235326,"[24150864L, 24150851L, 116920046L]"
29235330,"[116920074L, 24150838L]"
29235352,"[116920052L, 22270614L]"
29235613,"[29235634L, 47573971L, 29131804L, 29135490L]"
29235615,"[47573958L, 47573959L, 29235629L, 29135437L, 29131830L]"
29235627,"[29235666L, 29235629L]"
29235629,"[29235627L, 29235615L]"
29235633,"[29235634L, 29235663L]"
29235634,"[29235633L, 29235613L]"
29235662,"[29235839L]"
29235663,"[29235633L, 29235826L, 29235722L]"
29235666,"[29235824L, 29235627L, 29235700L]"
